vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total
4135.32,4135.32,3075.21,290.08,IPCA,0.0222,101.72,2138.49,CDB 8.24%,11.48,64000.0,7.0
1883.12,1883.12,776.03,70.1,IPCA,0.0222,31.5,1455.83,CDB 8.24%,11.48,150000.0,7.0
37745.57,37745.57,27243.22,259.4,IPCA,0.0222,93.38,20309.57,CDB 8.24%,11.48,70000.0,7.0
2004.63,2004.63,926.73,85.98,IPCA,0.0222,37.69,1484.19,CDB 8.24%,11.48,130000.0,7.0
1995.39,1995.39,853.24,74.7,IPCA,0.0222,33.33,1522.78,CDB 8.24%,11.48,140000.0,7.0
1880.5,1880.5,723.75,62.57,IPCA,0.0222,28.47,1486.04,CDB 8.24%,11.48,150000.0,7.0
1668.84,1668.84,564.22,51.08,IPCA,0.0222,23.7,1366.46,CDB 8.24%,11.48,170000.0,7.0
62085.38,60272.57,10272.57,20.55,PRÉ,0.0222,11.8,55902.3,LCI/LCA 9.76% PRÉ,11.48,200000.0,11.48
1630.8,1563.29,382.56,32.4,IPCA,0.0222,18.11,1394.6,LCI/LCA IPCA + 5.95%,11.48,180000.0,7.0
2820.57,2820.57,1773.37,169.34,IPCA,0.0222,66.66,1745.27,CDB IPCA + 8.24%,11.48,93000.0,7.0
6565.07,6330.31,1330.31,26.61,PRÉ,0.0222,15.08,5754.12,LCI/LCA 9.75% PRÉ,11.47,190000.0,11.47
42010.93,38583.29,19423.29,101.37,IPCA,0.0222,49.79,28700.34,LCI/LCA IPCA + 6.17%,11.46,110000.0,7.26
1531.48,1451.76,451.76,45.18,PRÉ,0.0222,24.61,1246.14,LCI/LCA 9.74% PRÉ,11.46,160000.0,11.46
1377.57,1320.93,320.93,32.09,PRÉ,0.0222,17.98,1179.83,LCI/LCA 9.74% PRÉ,11.46,180000.0,11.46
1377.57,1320.93,320.93,32.09,PRÉ,0.0222,17.98,1179.83,LCI/LCA 9.74% PRÉ,11.46,180000.0,11.46
6887.84,6604.67,1604.67,32.09,PRÉ,0.0222,17.98,5899.17,LCI/LCA 9.74% PRÉ,11.46,180000.0,11.46
12410.42,12048.86,2048.86,20.49,PRÉ,0.0222,11.76,11176.32,LCI/LCA 9.73% PRÉ,11.45,200000.0,11.45
13772.04,13206.23,3206.23,32.06,PRÉ,0.0222,17.98,11798.33,LCI/LCA 9.73% PRÉ,11.45,180000.0,11.45
1241.04,1204.89,204.89,20.49,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.73% PRÉ,11.45,200000.0,11.45
1241.04,1204.89,204.89,20.49,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.73% PRÉ,11.45,200000.0,11.45
62052.1,60244.29,10244.29,20.49,PRÉ,0.0222,11.8,55902.3,LCI/LCA 9.73% PRÉ,11.45,200000.0,11.45
55648.2,55648.2,5648.2,11.3,PRÉ,0.0222,5.67,52835.63,CDB 13.87% PRÉ,11.44,220000.0,11.44
1054.29,1054.29,54.29,5.43,PRÉ,0.0222,2.76,1027.62,CDB 14.76% PRÉ,11.44,240000.0,11.44
75861.99,69441.69,36381.69,110.05,IPCA,0.0222,53.45,50731.94,LCI/LCA IPCA + 6.15%,11.44,110000.0,7.24
97840.02,86572.02,63852.02,281.04,IPCA,0.0222,112.29,48232.32,LCI/LCA IPCA + 6.15%,11.44,58000.0,7.24
52782.57,52782.57,2782.57,5.57,PRÉ,0.0222,2.84,51420.13,CDB 14.3% PRÉ,11.44,240000.0,11.44
52782.57,52782.57,2782.57,5.57,PRÉ,0.0222,2.84,51420.13,CDB 14.3% PRÉ,11.44,240000.0,11.44
85788.45,80420.19,30420.19,60.84,PRÉ,0.0222,32.2,66102.17,LCI/LCA 9.72% PRÉ,11.44,150000.0,11.44
2738.91,2738.91,1459.8,114.13,IPCA,0.0222,48.27,1896.55,CDB IPCA + 8.19%,11.44,120000.0,6.96
2563.67,2563.67,1440.17,128.19,IPCA,0.0222,53.23,1721.54,CDB IPCA + 8.19%,11.44,110000.0,6.96
8607.18,8607.18,7537.05,704.31,IPCA,0.0222,194.02,3146.41,CDB IPCA + 8.19%,11.44,31000.0,6.96
2507.05,2507.05,1446.52,136.4,IPCA,0.0222,56.12,1655.67,CDB IPCA + 8.18%,11.43,110000.0,6.95
2851.79,2851.79,1818.18,175.91,IPCA,0.0222,69.12,1748.08,CDB IPCA + 8.18%,11.43,91000.0,6.95
3957.0,3957.0,2878.08,266.76,IPCA,0.0222,95.98,2114.44,CDB IPCA + 8.18%,11.43,68000.0,6.95
6914.96,6627.72,1627.72,32.55,PRÉ,0.0222,18.27,5913.61,LCI/LCA 9.72% PRÉ,11.43,180000.0,11.43
12410.32,12048.77,2048.77,20.49,IPCA,0.0222,11.83,11182.95,LCI/LCA IPCA + 85.0%,11.43,200000.0,6.95
5271.22,5271.22,271.22,5.42,PRÉ,0.0222,2.77,5138.59,CDB 14.75% PRÉ,11.43,240000.0,11.43
21084.9,21084.9,1084.9,5.42,PRÉ,0.0222,2.77,20554.34,CDB 14.75% PRÉ,11.43,240000.0,11.43
2049.25,2049.25,1002.59,95.79,IPCA,0.0222,41.6,1482.11,CDB IPCA + 8.18%,11.43,130000.0,6.95
4145.21,4145.21,3084.55,290.81,IPCA,0.0222,102.53,2148.17,CDB IPCA + 8.18%,11.43,64000.0,6.95
1028.28,1028.28,28.28,2.83,CDI,0.0222,1.46,1014.55,CDB 109.03% CDI,11.42,240000.0,84.5
2004.16,2004.16,923.06,85.38,IPCA,0.0222,37.69,1488.6,CDB IPCA + 8.16%,11.42,130000.0,6.94
1955.02,1955.02,927.66,90.3,IPCA,0.0222,39.57,1433.91,CDB IPCA + 8.16%,11.42,130000.0,6.94
256849.97,256849.97,6849.97,2.74,CDI,0.0222,1.41,253525.47,CDB 109.03% CDI,11.42,240000.0,84.5
344015.48,344015.48,94015.48,37.61,CDI,0.0222,17.98,294958.36,CDB 99.41% CDI,11.42,180000.0,84.5
1173.93,1143.49,143.49,14.35,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.41% PRÉ,11.41,210000.0,11.41
76871.71,76871.71,26871.71,53.74,PRÉ,0.0222,24.91,62455.01,CDB 13.41% PRÉ,11.4,160000.0,11.4
12356.91,11944.45,1944.45,19.44,PRÉ,0.0222,11.61,11160.6,LCI/LCA 9.4% PRÉ,11.4,200000.0,11.4
12362.2,12007.87,2007.87,20.08,PRÉ,0.0222,11.63,11163.08,LCI/LCA 9.69% PRÉ,11.4,200000.0,11.4
1036.64,1036.64,36.64,3.66,PRÉ,0.0222,1.88,1018.85,CDB 14.71% PRÉ,11.4,240000.0,11.4
1381.88,1324.6,324.6,32.46,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.69% PRÉ,11.4,180000.0,11.4
1054.56,1054.56,54.56,5.46,PRÉ,0.0222,2.79,1027.95,CDB 14.25% PRÉ,11.4,240000.0,11.4
1239.93,1203.94,203.94,20.39,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.69% PRÉ,11.4,200000.0,11.4
1239.93,1203.94,203.94,20.39,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.69% PRÉ,11.4,200000.0,11.4
1027.36,1027.36,27.36,2.74,PRÉ,0.0222,1.41,1014.1,CDB 14.71% PRÉ,11.4,240000.0,11.4
1027.36,1027.36,27.36,2.74,PRÉ,0.0222,1.41,1014.1,CDB 14.71% PRÉ,11.4,240000.0,11.4
1054.56,1054.56,54.56,5.46,PRÉ,0.0222,2.79,1027.95,CDB 14.25% PRÉ,11.4,240000.0,11.4
1239.93,1203.94,203.94,20.39,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.69% PRÉ,11.4,200000.0,11.4
1381.88,1324.6,324.6,32.46,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.69% PRÉ,11.4,180000.0,11.4
1239.93,1203.94,203.94,20.39,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.69% PRÉ,11.4,200000.0,11.4
1036.64,1036.64,36.64,3.66,PRÉ,0.0222,1.88,1018.85,CDB 14.71% PRÉ,11.4,240000.0,11.4
618.0,600.3,100.3,20.06,PRÉ,0.0222,11.63,558.15,LCI/LCA 9.68% PRÉ,11.39,200000.0,11.39
2.04,2.04,1.03,102.52,IPCA,0.0222,44.5,1.45,CDB IPCA + 8.12%,11.37,120000.0,6.9
5140.83,5140.83,140.83,2.82,PRÉ,0.0222,1.46,5072.76,CDB 14.67% PRÉ,11.37,240000.0,11.37
3944.56,3944.56,2862.51,264.55,IPCA,0.0222,95.93,2120.1,CDB 8.12%,11.37,69000.0,6.9
2848.11,2848.11,1810.86,174.58,IPCA,0.0222,69.09,1753.86,CDB 8.12%,11.37,91000.0,6.9
1606.56,1606.56,549.37,51.97,IPCA,0.0222,24.31,1314.19,CDB 8.12%,11.37,160000.0,6.9
4704.41,4704.41,3655.55,348.53,IPCA,0.0222,118.24,2289.0,CDB 8.12%,11.37,56000.0,6.9
2611.51,2611.51,1551.8,146.44,IPCA,0.0222,59.84,1693.84,CDB 8.12%,11.37,100000.0,6.9
5558.5,5558.5,558.5,11.17,PRÉ,0.0222,5.65,5282.39,CDB 13.77% PRÉ,11.36,220000.0,11.36
2520.95,2297.82,1264.39,122.35,IPCA,0.0222,59.06,1643.78,LCI/LCA IPCA + 5.86%,11.36,100000.0,6.89
2848.12,2848.12,1647.19,137.16,IPCA,0.0222,56.74,1882.38,CDB IPCA + 8.11%,11.36,110000.0,6.89
1843.55,1843.55,650.52,54.53,IPCA,0.0222,25.42,1496.3,CDB IPCA + 8.11%,11.36,160000.0,6.89
1535.34,1455.04,455.04,45.5,PRÉ,0.0222,25.03,1250.3,LCI/LCA 9.65% PRÉ,11.35,160000.0,11.35
1036.49,1036.49,36.49,3.65,PRÉ,0.0222,1.88,1018.85,CDB 14.65% PRÉ,11.35,240000.0,11.35
1027.24,1027.24,27.24,2.72,CDI,0.0222,1.41,1014.1,CDB 108.39% CDI,11.35,240000.0,84.0
1036.49,1036.49,36.49,3.65,PRÉ,0.0222,1.88,1018.85,CDB 14.65% PRÉ,11.35,240000.0,11.35
1027.24,1027.24,27.24,2.72,CDI,0.0222,1.41,1014.1,CDB 108.39% CDI,11.35,240000.0,84.0
51.36,51.36,1.36,2.72,CDI,0.0222,1.41,50.71,CDB 108.39% CDI,11.35,240000.0,84.0
68.67,68.67,18.67,37.34,CDI,0.0222,17.98,58.99,CDB 98.82% CDI,11.35,180000.0,84.0
10543.13,10543.13,543.13,5.43,CDI,0.0222,2.79,10279.46,CDB 105.0% CDI,11.35,240000.0,84.0
10543.13,10543.13,543.13,5.43,CDI,0.0222,2.79,10279.46,CDB 105.0% CDI,11.35,240000.0,84.0
2835.62,2835.62,1661.32,141.47,IPCA,0.0222,58.28,1858.73,CDB IPCA + 8.09%,11.35,100000.0,6.88
5278.14,5278.14,278.14,5.56,PRÉ,0.0222,2.86,5143.16,CDB 14.17% PRÉ,11.34,240000.0,11.34
555.29,545.61,45.61,9.12,IPCA,0.0222,5.62,528.1,LCI/LCA IPCA + 5.67%,11.34,230000.0,6.87
847.51,795.39,295.39,59.08,PRÉ,0.0222,31.71,658.53,LCI/LCA 9.63% PRÉ,11.33,150000.0,11.33
2451.64,2451.64,1415.56,136.63,IPCA,0.0222,56.74,1623.99,CDB IPCA + 8.07%,11.33,110000.0,6.86
2047.55,2047.55,1014.3,98.17,IPCA,0.0222,42.93,1476.84,CDB IPCA + 8.06%,11.32,130000.0,6.85
1308.59,1262.3,262.3,26.23,PRÉ,0.0222,15.08,1150.82,LCI/LCA 9.62% PRÉ,11.32,190000.0,11.32
6172.39,5996.53,996.53,19.93,PRÉ,0.0222,11.63,5581.54,LCI/LCA 9.62% PRÉ,11.32,200000.0,11.32
2486.15,2486.15,1444.05,138.57,IPCA,0.0222,57.48,1641.07,CDB IPCA + 8.06%,11.32,100000.0,6.85
10553.99,9720.89,4720.89,94.42,PRÉ,0.0222,47.59,7379.3,LCI/LCA 0.0% PRÉ,11.31,120000.0,11.31
7662.46,7263.09,2263.09,45.26,PRÉ,0.0222,24.91,6245.5,LCI/LCA 0.0% PRÉ,11.31,160000.0,11.31
68926.76,66087.75,16087.75,32.18,PRÉ,0.0222,18.27,59136.08,LCI/LCA 9.61% PRÉ,11.31,180000.0,11.31
5861.82,5711.0,711.0,14.22,PRÉ,0.0222,8.67,5433.42,LCI/LCA 9.33% PRÉ,11.31,210000.0,11.31
37021.25,35968.06,5968.06,19.89,PRÉ,0.0222,11.63,33489.23,LCI/LCA 9.61% PRÉ,11.3,200000.0,11.3
1238.24,1202.51,202.51,20.25,PRÉ,0.0222,11.83,1118.29,LCI/LCA 9.61% PRÉ,11.3,200000.0,11.3
1027.13,1027.13,27.13,2.71,PRÉ,0.0222,1.41,1014.1,CDB 14.58% PRÉ,11.3,240000.0,11.3
1027.13,1027.13,27.13,2.71,PRÉ,0.0222,1.41,1014.1,CDB 14.58% PRÉ,11.3,240000.0,11.3
2671.28,2424.18,1400.24,136.75,IPCA,0.0222,65.15,1691.02,LCI/LCA IPCA + 5.81%,11.3,96000.0,6.83
2675.69,2675.69,1650.06,160.88,IPCA,0.0222,65.15,1693.82,CDB IPCA + 8.04%,11.3,96000.0,6.83
76629.7,72635.25,22635.25,45.27,PRÉ,0.0222,25.03,62515.23,LCI/LCA 9.61% PRÉ,11.3,160000.0,11.3
2849.42,2849.42,1795.49,170.36,IPCA,0.0222,68.26,1773.36,CDB IPCA + 8.04%,11.3,92000.0,6.83
1109.13,1109.13,109.13,10.91,PRÉ,0.0222,5.55,1055.54,CDB 14.11% PRÉ,11.29,230000.0,11.29
1237.5,1201.87,201.87,20.19,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.6% PRÉ,11.29,200000.0,11.29
1172.05,1141.94,141.94,14.19,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.31% PRÉ,11.29,210000.0,11.29
13915.99,13915.99,5475.99,64.88,IPCA,0.0222,29.85,10959.15,LCI/LCA IPCA + 8.34%,11.28,150000.0,7.09
1377.42,1320.81,320.81,32.08,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.59% PRÉ,11.28,180000.0,11.28
2563.85,2563.85,1515.67,144.6,IPCA,0.0222,59.8,1675.04,CDB IPCA + 8.01%,11.28,100000.0,6.81
1922.68,1922.68,675.26,54.13,IPCA,0.0222,25.48,1565.22,CDB IPCA + 8.0%,11.27,160000.0,6.8
2567.58,2567.58,1410.98,121.99,IPCA,0.0222,51.94,1757.35,CDB IPCA + 8.0%,11.27,110000.0,6.8
2605.53,2605.53,1540.38,144.62,IPCA,0.0222,59.88,1702.92,CDB IPCA + 8.0%,11.27,100000.0,6.8
2672.24,2672.24,1645.79,160.34,IPCA,0.0222,65.19,1695.55,CDB IPCA + 8.0%,11.27,96000.0,6.8
14332.06,12979.15,7666.47,144.31,IPCA,0.0222,68.3,8941.17,LCI/LCA IPCA + 5.78%,11.27,93000.0,6.8
11717.28,11416.75,1416.75,14.17,IPCA,0.0222,8.67,10866.84,LCI/LCA IPCA + 5.61%,11.27,210000.0,6.8
688.51,660.24,160.24,32.05,IPCA,0.0222,18.27,591.36,LCI/LCA IPCA + 5.78%,11.27,180000.0,6.8
9579.36,9579.36,4284.18,80.91,IPCA,0.0222,36.47,7226.54,CDB IPCA + 8.0%,11.27,140000.0,6.8
12857.3,12857.3,7063.12,121.9,IPCA,0.0222,51.91,8801.79,CDB IPCA + 8.0%,11.27,110000.0,6.8
2458.19,2458.19,1424.33,137.77,IPCA,0.0222,57.51,1628.45,CDB IPCA + 8.0%,11.27,110000.0,6.8
1530.91,1451.27,451.27,45.13,IPCA,0.0222,25.03,1250.3,LCI/LCA IPCA + 5.78%,11.27,160000.0,6.8
1171.73,1141.68,141.68,14.17,IPCA,0.0222,8.67,1086.68,LCI/LCA IPCA + 5.61%,11.27,210000.0,6.8
1171.73,1141.68,141.68,14.17,IPCA,0.0222,8.67,1086.68,LCI/LCA IPCA + 5.61%,11.27,210000.0,6.8
1530.91,1451.27,451.27,45.13,IPCA,0.0222,25.03,1250.3,LCI/LCA IPCA + 5.78%,11.27,160000.0,6.8
10605.46,10605.46,9479.64,842.03,IPCA,0.0222,224.3,3651.04,CDB 8.0%,11.27,27000.0,6.8
2.03,2.03,1.02,101.18,IPCA,0.0222,44.46,1.46,CDB 8.0%,11.27,120000.0,6.8
2046.62,2046.62,1010.32,97.49,IPCA,0.0222,42.9,1480.88,CDB 8.0%,11.27,130000.0,6.8
1908.57,1908.57,834.63,77.72,IPCA,0.0222,35.21,1452.03,CDB 8.0%,11.27,140000.0,6.8
10539.52,10539.52,539.52,5.4,PRÉ,0.0222,2.79,10279.46,CDB 14.09% PRÉ,11.27,240000.0,11.27
65327.99,63028.79,13028.79,26.06,PRÉ,0.0222,15.06,57528.42,LCI/LCA 9.58% PRÉ,11.27,190000.0,11.27
1376.68,1320.18,320.18,32.02,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.57% PRÉ,11.26,180000.0,11.26
11102.36,10909.44,909.44,9.09,IPCA,0.0222,5.64,10564.37,LCI/LCA IPCA + 5.6%,11.26,230000.0,6.79
5560.59,5462.48,462.48,9.25,IPCA,0.0222,5.74,5286.88,LCI/LCA IPCA + 5.6%,11.26,220000.0,6.79
13702.84,13147.41,3147.41,31.47,PRÉ,0.0222,17.98,11798.33,LCI/LCA 9.57% PRÉ,11.26,180000.0,11.26
427371.26,379900.57,269000.57,242.56,IPCA,0.0222,102.68,224777.59,LCI/LCA IPCA + 6.0%,11.25,65000.0,7.06
8506.19,7980.26,2980.26,59.61,PRÉ,0.0222,32.08,6604.09,LCI/LCA 0.0% PRÉ,11.25,150000.0,11.25
9455.14,8786.86,3786.86,75.74,PRÉ,0.0222,39.6,6980.17,LCI/LCA 0.0% PRÉ,11.25,130000.0,11.25
1053.86,1053.86,53.86,5.39,PRÉ,0.0222,2.79,1027.95,CDB 14.06% PRÉ,11.25,240000.0,11.25
1053.86,1053.86,53.86,5.39,PRÉ,0.0222,2.79,1027.95,CDB 14.06% PRÉ,11.25,240000.0,11.25
13699.2,13144.32,3144.32,31.44,PRÉ,0.0222,17.98,11798.33,LCI/LCA 9.56% PRÉ,11.25,180000.0,11.25
586.95,586.95,86.95,17.39,PRÉ,0.0222,8.79,543.95,CDB 13.64% PRÉ,11.25,210000.0,11.25
2630.29,2630.29,1608.36,157.38,IPCA,0.0222,64.34,1679.47,CDB IPCA + 7.98%,11.25,97000.0,6.78
3117.35,3117.35,2085.59,202.14,IPCA,0.0222,78.79,1844.66,CDB IPCA + 7.98%,11.25,83000.0,6.78
13037.31,12581.71,2581.71,25.82,PRÉ,0.0222,14.93,11492.68,LCI/LCA 9.55% PRÉ,11.23,190000.0,11.23
68749.41,65937.0,15937.0,31.87,PRÉ,0.0222,18.25,59122.94,LCI/LCA 9.55% PRÉ,11.23,180000.0,11.23
2287.49,2287.49,1072.79,88.32,IPCA,0.0222,39.54,1695.01,CDB IPCA + 7.95%,11.23,130000.0,6.76
1833.84,1833.84,762.08,71.11,IPCA,0.0222,32.68,1421.96,CDB IPCA + 7.95%,11.23,150000.0,6.76
6182.33,6004.98,1004.98,20.1,PRÉ,0.0222,11.79,5589.4,LCI/LCA 0.0% PRÉ,11.22,200000.0,11.22
10545.53,10545.53,9415.49,833.2,IPCA,0.0222,224.37,3665.56,CDB IPCA + 7.94%,11.22,27000.0,6.75
1907.8,1907.8,832.03,77.34,IPCA,0.0222,35.24,1454.82,CDB IPCA + 7.94%,11.22,140000.0,6.75
1375.09,1318.83,318.83,31.88,IPCA,0.0222,18.27,1182.72,LCI/LCA IPCA + 5.74%,11.22,180000.0,6.75
1368.73,1313.42,313.42,31.34,IPCA,0.0222,17.98,1179.83,LCI/LCA IPCA + 5.74%,11.22,180000.0,6.75
1027.81,1027.81,27.81,2.78,PRÉ,0.0222,1.46,1014.55,CDB 14.48% PRÉ,11.22,240000.0,11.22
12364.67,12009.97,2009.97,20.1,PRÉ,0.0222,11.83,11182.95,LCI/LCA 9.54% PRÉ,11.22,200000.0,11.22
1236.4,1200.94,200.94,20.09,IPCA,0.0222,11.83,1118.29,LCI/LCA IPCA + 5.74%,11.22,200000.0,6.75
1027.81,1027.81,27.81,2.78,PRÉ,0.0222,1.46,1014.55,CDB 14.48% PRÉ,11.22,240000.0,11.22
2497.39,2497.39,1424.65,132.81,IPCA,0.0222,56.08,1674.36,CDB 7.94%,11.22,110000.0,6.75
2669.08,2669.08,1639.1,159.14,IPCA,0.0222,65.15,1701.01,CDB 7.94%,11.22,96000.0,6.75
2565.31,2565.31,1405.2,121.13,IPCA,0.0222,51.91,1762.3,CDB 7.94%,11.22,110000.0,6.75
2568.59,2568.59,1513.52,143.45,IPCA,0.0222,59.8,1686.05,CDB IPCA + 7.94%,11.22,100000.0,6.75
2576.65,2576.65,1518.27,143.45,IPCA,0.0222,59.8,1691.34,CDB IPCA + 7.94%,11.22,100000.0,6.75
2678.77,2678.77,1644.61,159.03,IPCA,0.0222,65.11,1707.52,CDB IPCA + 7.94%,11.22,97000.0,6.75
1244.01,1207.41,207.41,20.74,IPCA,0.0222,12.2,1122.03,LCI/LCA IPCA + 5.73%,11.21,200000.0,6.74
1244.01,1207.41,207.41,20.74,IPCA,0.0222,12.2,1122.03,LCI/LCA IPCA + 5.73%,11.21,200000.0,6.74
1236.17,1200.75,200.75,20.08,IPCA,0.0222,11.83,1118.29,LCI/LCA IPCA + 85.0%,11.21,200000.0,6.74
1026.91,1026.91,26.91,2.69,CDI,0.0222,1.41,1014.1,CDB 107.1% CDI,11.21,240000.0,83.0
1026.91,1026.91,26.91,2.69,CDI,0.0222,1.41,1014.1,CDB 107.1% CDI,11.21,240000.0,83.0
8430.32,7915.77,2915.77,58.32,PRÉ,0.0222,31.71,6585.29,LCI/LCA 9.53% PRÉ,11.21,150000.0,11.21
5548.3,5548.3,548.3,10.97,PRÉ,0.0222,5.62,5281.22,CDB 0.0% PRÉ,11.2,230000.0,11.2
6156.73,5954.3,954.3,19.09,PRÉ,0.0222,11.61,5580.3,LCI/LCA 9.24% PRÉ,11.2,200000.0,11.2
1170.65,1140.78,140.78,14.08,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.24% PRÉ,11.2,210000.0,11.2
1170.65,1140.78,140.78,14.08,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.24% PRÉ,11.2,210000.0,11.2
758.75,719.93,219.93,43.99,PRÉ,0.0222,24.61,623.07,LCI/LCA 9.52% PRÉ,11.2,160000.0,11.2
2576.83,2576.83,1218.84,89.75,IPCA,0.0222,40.23,1904.25,CDB IPCA + 7.92%,11.2,130000.0,6.73
1110.03,1110.03,110.03,11.0,PRÉ,0.0222,5.65,1056.48,CDB 13.56% PRÉ,11.19,230000.0,11.19
1054.91,1054.91,54.91,5.49,PRÉ,0.0222,2.86,1028.63,CDB 13.99% PRÉ,11.19,240000.0,11.19
1054.91,1054.91,54.91,5.49,PRÉ,0.0222,2.86,1028.63,CDB 13.99% PRÉ,11.19,240000.0,11.19
6158.24,5984.5,984.5,19.69,PRÉ,0.0222,11.63,5581.54,LCI/LCA 9.51% PRÉ,11.19,200000.0,11.19
2089.34,2089.34,1007.39,93.11,IPCA,0.0222,41.57,1531.74,CDB IPCA + 7.91%,11.19,130000.0,6.72
1893.85,1893.85,823.43,76.93,IPCA,0.0222,35.18,1446.95,CDB IPCA + 7.91%,11.19,140000.0,6.72
1883.93,1751.34,751.34,75.13,PRÉ,0.0222,39.76,1397.59,LCI/LCA 9.5% PRÉ,11.18,130000.0,11.18
1883.93,1751.34,751.34,75.13,PRÉ,0.0222,39.76,1397.59,LCI/LCA 9.5% PRÉ,11.18,130000.0,11.18
2072.23,2072.23,988.99,91.3,IPCA,0.0222,40.91,1526.42,CDB IPCA + 7.89%,11.18,130000.0,6.71
7624.13,7230.51,2230.51,44.61,PRÉ,0.0222,24.91,6245.5,LCI/LCA 0.0% PRÉ,11.17,160000.0,11.17
6866.74,6586.73,1586.73,31.73,PRÉ,0.0222,18.21,5910.31,LCI/LCA 0.0% PRÉ,11.17,180000.0,11.17
2732.81,2732.81,1683.1,160.34,IPCA,0.0222,65.92,1741.69,CDB IPCA + 7.88%,11.17,96000.0,6.7
2070.89,2070.89,988.19,91.27,IPCA,0.0222,40.94,1526.01,CDB IPCA + 7.88%,11.17,130000.0,6.7
2436.86,2436.86,1404.59,136.07,IPCA,0.0222,57.55,1626.31,CDB IPCA + 7.88%,11.17,110000.0,6.7
2907.51,2907.51,1811.14,165.19,IPCA,0.0222,67.55,1836.99,CDB IPCA + 7.88%,11.17,94000.0,6.7
2236.87,2236.87,1088.8,94.84,IPCA,0.0222,42.33,1634.04,CDB IPCA + 7.88%,11.17,130000.0,6.7
4339.95,4339.95,3338.81,333.5,IPCA,0.0222,117.32,2175.65,CDB IPCA + 7.88%,11.17,58000.0,6.7
21528.8,19084.9,13848.73,264.48,IPCA,0.0222,111.32,11064.82,LCI/LCA IPCA + 5.7%,11.17,61000.0,6.7
13040.24,12584.21,2584.21,25.84,IPCA,0.0222,15.08,11508.24,LCI/LCA IPCA + 5.7%,11.17,190000.0,6.7
13731.65,13171.9,3171.9,31.72,IPCA,0.0222,18.27,11827.22,LCI/LCA IPCA + 5.7%,11.17,180000.0,6.7
1231.1,1196.44,196.44,19.64,IPCA,0.0222,11.63,1116.31,LCI/LCA IPCA + 5.7%,11.17,200000.0,6.7
11093.67,11093.67,1093.67,10.94,PRÉ,0.0222,5.64,10564.37,CDB 13.54% PRÉ,11.17,230000.0,11.17
14191.73,14191.73,8235.31,138.26,IPCA,0.0222,58.32,9430.17,CDB IPCA + 7.88%,11.17,100000.0,6.7
1235.25,1199.96,199.96,20.0,IPCA,0.0222,11.83,1118.29,LCI/LCA IPCA + 5.7%,11.17,200000.0,6.7
13731.65,13171.9,3171.9,31.72,IPCA,0.0222,18.27,11827.22,LCI/LCA IPCA + 5.7%,11.17,180000.0,6.7
13040.24,12584.21,2584.21,25.84,IPCA,0.0222,15.08,11508.24,LCI/LCA IPCA + 5.7%,11.17,190000.0,6.7
1235.25,1199.96,199.96,20.0,IPCA,0.0222,11.83,1118.29,LCI/LCA IPCA + 5.7%,11.17,200000.0,6.7
1993.04,1993.04,960.19,92.97,IPCA,0.0222,41.6,1462.55,CDB IPCA + 7.88%,11.17,130000.0,6.7
1234.73,1199.52,199.52,19.95,IPCA,0.0222,11.8,1118.05,LCI/LCA IPCA + 5.7%,11.17,200000.0,6.7
1234.73,1199.52,199.52,19.95,IPCA,0.0222,11.8,1118.05,LCI/LCA IPCA + 5.7%,11.17,200000.0,6.7
1920.47,1920.47,669.22,53.48,IPCA,0.0222,25.45,1569.67,CDB 7.88%,11.17,160000.0,6.7
4517.21,4517.21,3438.21,318.65,IPCA,0.0222,113.34,2301.98,CDB 7.88%,11.17,60000.0,6.7
8477.44,7955.82,2955.82,59.12,IPCA,0.0222,32.23,6611.69,LCI/LCA IPCA + 5.7%,11.17,150000.0,6.7
68648.85,68648.85,18648.85,37.3,PRÉ,0.0222,18.21,59103.12,CDB 13.13% PRÉ,11.16,180000.0,11.16
648.93,626.59,126.59,25.32,PRÉ,0.0222,14.8,574.01,LCI/LCA 9.49% PRÉ,11.16,190000.0,11.16
8511.03,8511.03,3086.03,56.89,IPCA,0.0222,26.86,6882.27,LCI/LCA IPCA + 8.19%,11.15,160000.0,6.96
6506.98,6280.93,1280.93,25.62,PRÉ,0.0222,14.93,5746.34,LCI/LCA 0.0% PRÉ,11.15,190000.0,11.15
13662.88,13113.45,3113.45,31.13,PRÉ,0.0222,17.98,11798.33,LCI/LCA 9.48% PRÉ,11.15,180000.0,11.15
