vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total
18379.73,17122.77,7122.77,71.23,PRÉ,0.0222,32.05,13205.25,LCI/LCA 0.0% PRÉ,13.0,140000.0,13.0
20204.7,20158.64,158.64,0.79,CDI,0.0222,0.47,20093.26,LCI/LCA 74.01% CDI,13.0,250000.0,95.5
1271.34,1230.64,230.64,23.06,PRÉ,0.0222,11.63,1116.31,LCI/LCA 11.05% PRÉ,13.0,200000.0,13.0
22589.04,22135.96,2135.96,10.68,PRÉ,0.0222,5.74,21147.54,LCI/LCA 10.72% PRÉ,13.0,220000.0,13.0
1442.2,1375.87,375.87,37.59,PRÉ,0.0222,18.27,1182.72,LCI/LCA 11.05% PRÉ,13.0,170000.0,13.0
1271.34,1230.64,230.64,23.06,PRÉ,0.0222,11.63,1116.31,LCI/LCA 11.05% PRÉ,13.0,200000.0,13.0
1271.29,1271.29,271.29,27.13,CDI,0.0222,11.63,1116.31,CDB 112.35% CDI,13.0,200000.0,95.5
1442.2,1375.87,375.87,37.59,PRÉ,0.0222,18.27,1182.72,LCI/LCA 11.05% PRÉ,13.0,170000.0,13.0
1275.66,1234.31,234.31,23.43,PRÉ,0.0222,11.8,1118.05,LCI/LCA 11.05% PRÉ,13.0,200000.0,13.0
1128.9,1106.35,106.35,10.63,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.72% PRÉ,13.0,220000.0,13.0
1061.98,1049.59,49.59,4.96,PRÉ,0.0222,2.79,1027.95,LCI/LCA 10.4% PRÉ,13.0,240000.0,13.0
1198.88,1164.07,164.07,16.41,PRÉ,0.0222,8.67,1086.68,LCI/LCA 10.72% PRÉ,13.0,210000.0,13.0
1061.98,1049.59,49.59,4.96,PRÉ,0.0222,2.79,1027.95,LCI/LCA 10.4% PRÉ,13.0,240000.0,13.0
1275.66,1234.31,234.31,23.43,PRÉ,0.0222,11.8,1118.05,LCI/LCA 11.05% PRÉ,13.0,200000.0,13.0
1128.9,1106.35,106.35,10.63,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.72% PRÉ,13.0,220000.0,13.0
1198.88,1164.07,164.07,16.41,PRÉ,0.0222,8.67,1086.68,LCI/LCA 10.72% PRÉ,13.0,210000.0,13.0
1075826.93,1075826.93,325826.93,43.44,CDI,0.0222,17.98,884875.07,CDB 112.35% CDI,13.0,170000.0,95.5
6356.69,6153.19,1153.19,23.06,PRÉ,0.0222,11.63,5581.54,LCI/LCA 11.05% PRÉ,13.0,200000.0,13.0
1271.34,1230.64,230.64,23.06,PRÉ,0.0222,11.63,1116.31,LCI/LCA 11.05% PRÉ,13.0,200000.0,13.0
5633.58,5522.71,522.71,10.45,PRÉ,0.0222,5.62,5281.01,LCI/LCA 10.72% PRÉ,13.0,220000.0,13.0
1128.9,1106.35,106.35,10.63,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.72% PRÉ,13.0,220000.0,13.0
1276.06,1234.65,234.65,23.46,PRÉ,0.0222,11.79,1117.88,LCI/LCA 0.0% PRÉ,12.99,200000.0,12.99
1351.81,1299.04,299.04,29.9,PRÉ,0.0222,14.83,1148.27,LCI/LCA 11.04% PRÉ,12.99,180000.0,12.99
1276.06,1234.65,234.65,23.46,PRÉ,0.0222,11.83,1118.29,LCI/LCA 11.04% PRÉ,12.99,200000.0,12.99
1010.23,1007.93,7.93,0.79,PRÉ,0.0222,0.47,1004.68,LCI/LCA 10.07% PRÉ,12.99,250000.0,12.99
1733.15,1733.15,610.97,54.45,IPCA,0.0222,22.06,1369.78,CDB 9.94%,12.99,160000.0,8.45
2280.79,2280.79,1222.07,115.43,IPCA,0.0215,40.67,1489.29,CDB IPCA + 8.01%,12.98,120000.0,6.81
2280.79,2280.79,1222.07,115.43,IPCA,0.0215,40.67,1489.29,CDB IPCA + 8.01%,12.98,120000.0,6.81
182.39,170.04,70.04,70.04,PRÉ,0.0222,31.76,131.76,LCI/LCA 11.03% PRÉ,12.98,140000.0,12.98
1358.08,1304.37,304.37,30.44,PRÉ,0.0222,15.08,1150.82,LCI/LCA 11.03% PRÉ,12.98,180000.0,12.98
1522.05,1443.74,443.74,44.37,PRÉ,0.0222,21.28,1212.8,LCI/LCA 11.02% PRÉ,12.97,160000.0,12.97
1531.65,1451.91,451.91,45.19,PRÉ,0.0222,21.63,1216.31,LCI/LCA 11.02% PRÉ,12.97,160000.0,12.97
5645.27,5532.35,532.35,10.65,PRÉ,0.0222,5.74,5286.88,LCI/LCA 10.69% PRÉ,12.96,220000.0,12.96
1129.05,1106.47,106.47,10.65,PRÉ,0.0222,5.74,1057.38,LCI/LCA 10.69% PRÉ,12.96,220000.0,12.96
2501.7,2501.7,1325.95,112.77,IPCA,0.0215,40.0,1646.1,CDB IPCA + 7.98%,12.95,120000.0,6.78
2501.7,2501.7,1325.95,112.77,IPCA,0.0215,40.0,1646.1,CDB IPCA + 7.98%,12.95,120000.0,6.78
17230.95,16146.3,6146.3,61.46,PRÉ,0.0222,28.33,12833.21,LCI/LCA 0.0% PRÉ,12.95,150000.0,12.95
1128.41,1105.94,105.94,10.59,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.68% PRÉ,12.95,220000.0,12.95
1274.54,1233.36,233.36,23.34,PRÉ,0.0222,11.8,1118.05,LCI/LCA 11.01% PRÉ,12.95,200000.0,12.95
1440.29,1374.24,374.24,37.42,PRÉ,0.0222,18.27,1182.72,LCI/LCA 11.01% PRÉ,12.95,170000.0,12.95
1833.93,1708.84,708.84,70.88,PRÉ,0.0222,32.17,1321.75,LCI/LCA 11.01% PRÉ,12.95,140000.0,12.95
1274.54,1233.36,233.36,23.34,PRÉ,0.0222,11.8,1118.05,LCI/LCA 11.01% PRÉ,12.95,200000.0,12.95
1833.93,1708.84,708.84,70.88,PRÉ,0.0222,32.17,1321.75,LCI/LCA 11.01% PRÉ,12.95,140000.0,12.95
1128.41,1105.94,105.94,10.59,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.68% PRÉ,12.95,220000.0,12.95
1440.29,1374.24,374.24,37.42,PRÉ,0.0222,18.27,1182.72,LCI/LCA 11.01% PRÉ,12.95,170000.0,12.95
1270.23,1229.7,229.7,22.97,PRÉ,0.0222,11.63,1116.31,LCI/LCA 11.01% PRÉ,12.95,200000.0,12.95
18181.31,16954.12,6954.12,69.54,PRÉ,0.0222,31.56,13155.61,LCI/LCA 11.0% PRÉ,12.94,140000.0,12.94
1439.9,1373.92,373.92,37.39,PRÉ,0.0222,18.27,1182.72,LCI/LCA 11.0% PRÉ,12.94,170000.0,12.94
1612.93,1520.99,520.99,52.1,PRÉ,0.0222,24.61,1246.14,LCI/LCA 11.0% PRÉ,12.94,150000.0,12.94
1432.28,1367.43,367.43,36.74,PRÉ,0.0222,17.98,1179.83,LCI/LCA 11.0% PRÉ,12.94,170000.0,12.94
1439.9,1373.92,373.92,37.39,PRÉ,0.0222,18.27,1182.72,LCI/LCA 11.0% PRÉ,12.94,170000.0,12.94
11283.1,11058.56,1058.56,10.59,PRÉ,0.0222,5.71,10571.42,LCI/LCA 10.68% PRÉ,12.94,220000.0,12.94
2495.18,2495.18,1423.16,132.75,IPCA,0.0222,47.55,1581.75,CDB 9.88%,12.94,110000.0,8.4
1061.71,1049.37,49.37,4.94,PRÉ,0.0222,2.79,1027.95,LCI/LCA 10.35% PRÉ,12.94,240000.0,12.94
2217.88,2217.88,1283.67,137.41,IPCA,0.0222,48.9,1391.03,CDB IPCA + 9.88%,12.94,110000.0,8.4
81151.88,81151.88,31151.88,62.3,CDI,0.0222,24.91,62455.01,CDB 111.76% CDI,12.93,150000.0,95.0
1836.74,1711.23,711.23,71.12,PRÉ,0.0222,32.2,1321.99,LCI/LCA 10.99% PRÉ,12.93,140000.0,12.93
1359.65,1359.65,333.3,32.47,CDI,0.0222,13.84,1168.35,CDB 111.76% CDI,12.93,190000.0,95.0
20203.62,20157.81,157.81,0.79,CDI,0.0222,0.47,20093.57,LCI/LCA 73.62% CDI,12.93,250000.0,95.0
1439.35,1439.35,439.35,43.94,CDI,0.0222,18.27,1182.72,CDB 111.76% CDI,12.93,170000.0,95.0
1274.6,1274.6,274.6,27.46,CDI,0.0222,11.83,1118.29,CDB 111.76% CDI,12.93,200000.0,95.0
81191.04,81191.04,31191.04,62.38,CDI,0.0222,25.03,62515.23,CDB 111.76% CDI,12.93,150000.0,95.0
1273.98,1273.98,273.5,27.34,CDI,0.0222,11.78,1118.34,CDB 111.76% CDI,12.93,200000.0,95.0
1831.94,1707.15,707.15,70.71,CDI,0.0222,32.17,1321.75,LCI/LCA 80.75% CDI,12.93,140000.0,95.0
1.27,1.23,0.23,23.0,CDI,0.0222,11.8,1.12,LCI/LCA 80.75% CDI,12.93,200000.0,95.0
1061.64,1049.31,49.31,4.93,CDI,0.0222,2.79,1027.95,LCI/LCA 76.0% CDI,12.93,240000.0,95.0
1623.04,1623.04,597.64,58.28,CDI,0.0222,23.57,1267.05,CDB 111.76% CDI,12.93,160000.0,95.0
1439.35,1373.44,373.44,37.34,CDI,0.0222,18.27,1182.72,LCI/LCA 80.75% CDI,12.93,170000.0,95.0
2066.73,1906.72,906.72,90.67,CDI,0.0222,39.73,1397.28,LCI/LCA 80.75% CDI,12.93,120000.0,95.0
1128.17,1105.74,105.74,10.57,CDI,0.0222,5.71,1057.14,LCI/LCA 78.38% CDI,12.93,220000.0,95.0
1623.82,1530.25,530.25,53.02,CDI,0.0222,25.03,1250.3,LCI/LCA 80.75% CDI,12.93,150000.0,95.0
1273.98,1232.89,232.89,23.29,CDI,0.0222,11.8,1118.05,LCI/LCA 80.75% CDI,12.93,200000.0,95.0
1197.7,1163.11,163.11,16.31,CDI,0.0222,8.67,1086.68,LCI/LCA 78.38% CDI,12.93,210000.0,95.0
1349.9,1297.42,297.42,29.74,CDI,0.0222,14.83,1148.27,LCI/LCA 80.75% CDI,12.93,190000.0,95.0
1273.98,1273.98,273.5,27.34,CDI,0.0222,11.78,1118.34,CDB 111.76% CDI,12.93,200000.0,95.0
2066.73,1906.72,906.72,90.67,CDI,0.0222,39.73,1397.28,LCI/LCA 80.75% CDI,12.93,120000.0,95.0
1623.82,1530.25,530.25,53.02,CDI,0.0222,25.03,1250.3,LCI/LCA 80.75% CDI,12.93,150000.0,95.0
1061.64,1049.31,49.31,4.93,CDI,0.0222,2.79,1027.95,LCI/LCA 76.0% CDI,12.93,240000.0,95.0
1.27,1.23,0.23,23.0,CDI,0.0222,11.8,1.12,LCI/LCA 80.75% CDI,12.93,200000.0,95.0
1349.9,1297.42,297.42,29.74,CDI,0.0222,14.83,1148.27,LCI/LCA 80.75% CDI,12.93,190000.0,95.0
1128.17,1105.74,105.74,10.57,CDI,0.0222,5.71,1057.14,LCI/LCA 78.38% CDI,12.93,220000.0,95.0
1831.94,1707.15,707.15,70.71,CDI,0.0222,32.17,1321.75,LCI/LCA 80.75% CDI,12.93,140000.0,95.0
1439.35,1373.44,373.44,37.34,CDI,0.0222,18.27,1182.72,LCI/LCA 80.75% CDI,12.93,170000.0,95.0
1197.7,1163.11,163.11,16.31,CDI,0.0222,8.67,1086.68,LCI/LCA 78.38% CDI,12.93,210000.0,95.0
1623.04,1623.04,597.64,58.28,CDI,0.0222,23.57,1267.05,CDB 111.76% CDI,12.93,160000.0,95.0
1273.98,1273.98,273.5,27.34,CDI,0.0222,11.78,1118.34,CDB 111.76% CDI,12.93,200000.0,95.0
1273.98,1232.89,232.89,23.29,CDI,0.0222,11.8,1118.05,LCI/LCA 80.75% CDI,12.93,200000.0,95.0
1359.58,1359.58,332.79,32.41,CDI,0.0222,13.81,1168.59,CDB 111.76% CDI,12.93,190000.0,95.0
1126533.69,1126533.69,126533.69,12.65,CDI,0.0222,5.64,1056437.23,CDB 118.75% CDI,12.93,220000.0,95.0
715864.84,715864.84,215864.84,43.17,CDI,0.0222,17.98,589916.71,CDB 111.76% CDI,12.93,170000.0,95.0
1161293.77,1161293.77,161293.77,16.13,CDI,0.0222,7.13,1071334.99,CDB 115.15% CDI,12.93,220000.0,95.0
1197703.99,1197703.99,197703.99,19.77,CDI,0.0222,8.67,1086684.36,CDB 115.15% CDI,12.93,210000.0,95.0
1349904.89,1349904.89,349904.89,34.99,CDI,0.0222,14.83,1148269.02,CDB 111.76% CDI,12.93,190000.0,95.0
1126533.69,1126533.69,126533.69,12.65,CDI,0.0222,5.64,1056437.23,CDB 118.75% CDI,12.93,220000.0,95.0
1269078.16,1269078.16,269078.16,26.91,CDI,0.0222,11.61,1116059.63,CDB 115.15% CDI,12.93,200000.0,95.0
71586.48,71586.48,21586.48,43.17,CDI,0.0222,17.98,58991.67,CDB 111.76% CDI,12.93,170000.0,95.0
80605.69,80605.69,30605.69,61.21,CDI,0.0222,24.61,62307.15,CDB 111.76% CDI,12.93,160000.0,95.0
515.43,515.43,15.43,3.09,CDI,0.0222,1.41,507.05,CDB 122.58% CDI,12.93,240000.0,95.0
54.14,54.14,4.14,8.28,CDI,0.0222,3.74,51.87,CDB 118.75% CDI,12.93,230000.0,95.0
1126.53,1126.53,126.53,12.65,CDI,0.0222,5.64,1056.44,CDB 115.15% CDI,12.93,220000.0,95.0
51121.85,50869.43,869.43,1.74,CDI,0.0222,1.03,50513.86,LCI/LCA 73.62% CDI,12.93,240000.0,95.0
20232.88,20180.48,180.48,0.9,CDI,0.0222,0.53,20106.98,LCI/LCA 73.62% CDI,12.93,250000.0,95.0
1128.11,1105.69,105.69,10.57,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.66% PRÉ,12.92,220000.0,12.92
11285.56,11060.59,1060.59,10.61,PRÉ,0.0222,5.72,10571.81,LCI/LCA 0.0% PRÉ,12.91,220000.0,12.91
6041.39,6041.39,4994.22,476.93,IPCA,0.0215,118.9,2292.27,CDB IPCA + 7.93%,12.9,43000.0,6.74
6041.39,6041.39,4994.22,476.93,IPCA,0.0215,118.9,2292.27,CDB IPCA + 7.93%,12.9,43000.0,6.74
91538.4,85307.64,35307.64,70.62,PRÉ,0.0222,32.2,66102.17,LCI/LCA 10.96% PRÉ,12.9,140000.0,12.9
2538.26,2457.52,457.52,22.88,PRÉ,0.0222,11.63,2232.62,LCI/LCA 10.96% PRÉ,12.9,200000.0,12.9
11262.85,11010.28,1010.28,10.1,PRÉ,0.0222,5.64,10564.37,LCI/LCA 10.32% PRÉ,12.9,220000.0,12.9
1273.41,1232.4,232.4,23.24,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.96% PRÉ,12.9,200000.0,12.9
1127.91,1105.53,105.53,10.55,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.64% PRÉ,12.9,220000.0,12.9
1127.91,1105.53,105.53,10.55,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.64% PRÉ,12.9,220000.0,12.9
1127.91,1105.53,105.53,10.55,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.64% PRÉ,12.9,220000.0,12.9
1127.91,1105.53,105.53,10.55,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.64% PRÉ,12.9,220000.0,12.9
1273.41,1232.4,232.4,23.24,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.96% PRÉ,12.9,200000.0,12.9
1197.3,1162.78,162.78,16.28,PRÉ,0.0222,8.67,1086.68,LCI/LCA 10.64% PRÉ,12.9,210000.0,12.9
1430.78,1366.16,366.16,36.62,PRÉ,0.0222,17.98,1179.83,LCI/LCA 10.96% PRÉ,12.9,170000.0,12.9
515.4,515.4,15.4,3.08,PRÉ,0.0222,1.41,507.05,CDB 16.65% PRÉ,12.9,240000.0,12.9
1621.58,1528.35,528.35,52.84,PRÉ,0.0222,25.0,1250.03,LCI/LCA 10.96% PRÉ,12.9,150000.0,12.9
1198.46,1163.73,163.73,16.37,PRÉ,0.0222,8.72,1087.17,LCI/LCA 10.64% PRÉ,12.9,210000.0,12.9
3332.18,3332.18,2295.35,221.38,IPCA,0.0215,68.59,1747.99,CDB IPCA + 7.92%,12.89,78000.0,6.73
2368.54,2368.54,1329.38,127.93,IPCA,0.0215,44.57,1502.29,CDB IPCA + 7.92%,12.89,110000.0,6.73
2368.54,2368.54,1329.38,127.93,IPCA,0.0215,44.57,1502.29,CDB IPCA + 7.92%,12.89,110000.0,6.73
3332.18,3332.18,2295.35,221.38,IPCA,0.0215,68.59,1747.99,CDB IPCA + 7.92%,12.89,78000.0,6.73
2612.45,2612.45,1587.36,154.85,IPCA,0.0215,51.97,1557.85,CDB IPCA + 7.92%,12.89,98000.0,6.73
2612.45,2612.45,1587.36,154.85,IPCA,0.0215,51.97,1557.85,CDB IPCA + 7.92%,12.89,98000.0,6.73
1609.35,1517.95,517.95,51.8,PRÉ,0.0222,24.5,1244.96,LCI/LCA 10.96% PRÉ,12.89,160000.0,12.89
1128.36,1105.89,105.89,10.59,PRÉ,0.0222,5.72,1057.18,LCI/LCA 0.0% PRÉ,12.89,220000.0,12.89
1348.86,1296.53,296.53,29.65,PRÉ,0.0222,14.83,1148.27,LCI/LCA 10.96% PRÉ,12.89,190000.0,12.89
2063.85,1904.28,904.28,90.43,PRÉ,0.0222,39.76,1397.59,LCI/LCA 10.96% PRÉ,12.89,120000.0,12.89
5641.78,5529.47,529.47,10.59,PRÉ,0.0222,5.74,5286.88,LCI/LCA 10.63% PRÉ,12.89,220000.0,12.89
20212.81,20164.93,164.93,0.82,CDI,0.0222,0.49,20098.04,LCI/LCA 73.43% CDI,12.89,250000.0,94.75
2063.85,1904.28,904.28,90.43,PRÉ,0.0222,39.76,1397.59,LCI/LCA 10.96% PRÉ,12.89,120000.0,12.89
2360.29,2360.29,1323.21,127.59,IPCA,0.0222,46.24,1516.65,CDB IPCA + 9.82%,12.88,110000.0,8.35
2358.72,2358.72,1332.74,129.9,IPCA,0.0222,46.93,1507.43,CDB IPCA + 9.82%,12.88,110000.0,8.35
1254.87,1243.43,39.4,3.27,IPCA,0.0222,1.93,1227.27,LCI/LCA IPCA + 6.47%,12.88,240000.0,8.35
1254.87,1243.43,39.4,3.27,IPCA,0.0222,1.93,1227.27,LCI/LCA IPCA + 6.47%,12.88,240000.0,8.35
2358.98,2358.98,1332.4,129.79,IPCA,0.0222,46.89,1507.99,CDB 9.82%,12.88,110000.0,8.35
6343.44,6141.92,1141.92,22.84,PRÉ,0.0222,11.63,5581.54,LCI/LCA 10.95% PRÉ,12.88,200000.0,12.88
1517.41,1439.8,439.8,43.98,PRÉ,0.0222,21.28,1212.8,LCI/LCA 10.94% PRÉ,12.87,160000.0,12.87
5632.67,5521.95,521.95,10.44,PRÉ,0.0222,5.67,5283.36,LCI/LCA 10.62% PRÉ,12.87,220000.0,12.87
1269.47,1257.38,41.64,3.43,IPCA,0.0222,2.02,1240.3,LCI/LCA IPCA + 6.46%,12.87,240000.0,8.34
1268.39,1256.17,42.06,3.46,IPCA,0.0222,2.04,1238.92,LCI/LCA IPCA + 6.46%,12.87,240000.0,8.34
1268.39,1256.17,42.06,3.46,IPCA,0.0222,2.04,1238.92,LCI/LCA IPCA + 6.46%,12.87,240000.0,8.34
1269.47,1257.38,41.64,3.43,IPCA,0.0222,2.02,1240.3,LCI/LCA IPCA + 6.46%,12.87,240000.0,8.34
1124.18,1099.34,99.34,9.93,PRÉ,0.0222,5.55,1055.54,LCI/LCA 10.28% PRÉ,12.85,220000.0,12.85
12735.12,12324.85,2324.85,23.25,PRÉ,0.0222,11.81,11181.27,LCI/LCA 10.92% PRÉ,12.85,200000.0,12.85
16187.24,15259.16,5259.16,52.59,PRÉ,0.0222,24.91,12491.0,LCI/LCA 0.0% PRÉ,12.85,150000.0,12.85
25865.48,23485.66,13485.66,134.86,PRÉ,0.0222,55.32,15532.17,LCI/LCA 10.92% PRÉ,12.85,97000.0,12.85
1196.57,1196.57,196.57,19.66,CDI,0.0222,8.67,1086.68,CDB 114.55% CDI,12.85,210000.0,94.5
26190.12,23761.6,13761.6,137.62,PRÉ,0.0222,56.22,15622.2,LCI/LCA 10.92% PRÉ,12.85,95000.0,12.85
1436.59,1436.59,436.59,43.66,CDI,0.0222,18.27,1182.72,CDB 111.18% CDI,12.85,170000.0,94.5
1436.47,1371.0,371.0,37.1,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.92% PRÉ,12.85,170000.0,12.85
1061.29,1049.03,49.03,4.9,PRÉ,0.0222,2.79,1027.95,LCI/LCA 10.28% PRÉ,12.85,240000.0,12.85
1436.47,1371.0,371.0,37.1,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.92% PRÉ,12.85,170000.0,12.85
1436.47,1371.0,371.0,37.1,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.92% PRÉ,12.85,170000.0,12.85
1061.29,1049.03,49.03,4.9,PRÉ,0.0222,2.79,1027.95,LCI/LCA 10.28% PRÉ,12.85,240000.0,12.85
1436.47,1371.0,371.0,37.1,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.92% PRÉ,12.85,170000.0,12.85
844370.74,844370.74,94370.74,12.58,CDI,0.0222,5.64,792327.93,CDB 118.12% CDI,12.85,220000.0,94.5
357257.13,357257.13,107257.13,42.9,CDI,0.0222,17.98,294958.36,CDB 111.18% CDI,12.85,170000.0,94.5
870285.28,870285.28,120285.28,16.04,CDI,0.0222,7.13,803501.24,CDB 114.55% CDI,12.85,220000.0,94.5
897425.68,897425.68,147425.68,19.66,CDI,0.0222,8.67,815013.27,CDB 114.55% CDI,12.85,210000.0,94.5
1010831.56,1010831.56,260831.56,34.78,CDI,0.0222,14.83,861201.76,CDB 111.18% CDI,12.85,190000.0,94.5
844370.74,844370.74,94370.74,12.58,CDI,0.0222,5.64,792327.93,CDB 118.12% CDI,12.85,220000.0,94.5
950615.93,950615.93,200615.93,26.75,CDI,0.0222,11.61,837044.72,CDB 114.55% CDI,12.85,200000.0,94.5
80975.05,76328.79,26328.79,52.66,PRÉ,0.0222,25.03,62515.23,LCI/LCA 10.92% PRÉ,12.85,150000.0,12.85
3263.55,3263.55,2222.74,213.56,IPCA,0.0215,67.07,1738.91,CDB IPCA + 7.86%,12.84,80000.0,6.68
3263.55,3263.55,2222.74,213.56,IPCA,0.0215,67.07,1738.91,CDB IPCA + 7.86%,12.84,80000.0,6.68
1267.2,1220.44,220.44,22.04,PRÉ,0.0222,11.57,1115.65,LCI/LCA 10.59% PRÉ,12.84,200000.0,12.84
1125.7,1103.7,103.7,10.37,PRÉ,0.0222,5.62,1056.24,LCI/LCA 0.0% PRÉ,12.84,220000.0,12.84
1428.54,1364.26,364.26,36.43,PRÉ,0.0222,17.98,1179.83,LCI/LCA 10.91% PRÉ,12.84,180000.0,12.84
1266.28,1251.64,50.42,4.2,IPCA,0.0222,2.48,1230.96,LCI/LCA IPCA + 6.44%,12.84,240000.0,8.31
1266.28,1251.64,50.42,4.2,IPCA,0.0222,2.48,1230.96,LCI/LCA IPCA + 6.44%,12.84,240000.0,8.31
1607.33,1516.23,516.23,51.62,PRÉ,0.0222,24.61,1246.14,LCI/LCA 10.91% PRÉ,12.84,160000.0,12.84
1.13,1.1,0.1,10.0,IPCA,0.0222,5.64,1.06,LCI/LCA IPCA + 6.64%,12.83,220000.0,8.3
18103.15,16887.68,6887.68,68.88,PRÉ,0.0222,31.71,13170.57,LCI/LCA 10.91% PRÉ,12.83,140000.0,12.83
11250.62,11031.76,1031.76,10.32,PRÉ,0.0222,5.62,10562.02,LCI/LCA 10.58% PRÉ,12.83,220000.0,12.83
36556.15,34072.73,14072.73,70.36,PRÉ,0.0222,32.2,26439.77,LCI/LCA 10.9% PRÉ,12.82,140000.0,12.82
1268.58,1228.29,228.29,22.83,PRÉ,0.0222,11.64,1116.39,LCI/LCA 0.0% PRÉ,12.82,200000.0,12.82
2317.61,2119.97,1119.97,112.0,PRÉ,0.0222,47.74,1477.45,LCI/LCA 10.9% PRÉ,12.82,110000.0,12.82
563.52,552.4,52.4,10.48,IPCA,0.0222,5.71,528.57,LCI/LCA IPCA + 6.83%,12.81,220000.0,8.28
5637.86,5526.24,526.24,10.52,IPCA,0.0222,5.74,5286.88,LCI/LCA IPCA + 82.5%,12.81,220000.0,8.28
2316.17,2118.75,1118.75,111.87,PRÉ,0.0222,47.74,1477.45,LCI/LCA 10.89% PRÉ,12.81,110000.0,12.81
13494.29,12970.15,2970.15,29.7,PRÉ,0.0222,14.9,11490.14,LCI/LCA 10.88% PRÉ,12.8,190000.0,12.8
1.2,1.16,0.16,16.0,PRÉ,0.0222,8.67,1.09,LCI/LCA 10.56% PRÉ,12.8,210000.0,12.8
2854.08,2725.97,725.97,36.3,PRÉ,0.0222,17.98,2359.67,LCI/LCA 10.88% PRÉ,12.8,180000.0,12.8
23158.51,21184.74,11184.74,111.85,PRÉ,0.0222,47.78,14777.77,LCI/LCA 10.88% PRÉ,12.8,110000.0,12.8
23136.39,21165.93,11165.93,111.66,PRÉ,0.0222,47.71,14771.2,LCI/LCA 10.88% PRÉ,12.8,110000.0,12.8
1616.64,1524.15,524.15,52.41,PRÉ,0.0222,25.03,1250.3,LCI/LCA 10.88% PRÉ,12.8,150000.0,12.8
1271.17,1230.49,230.49,23.05,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.88% PRÉ,12.8,200000.0,12.8
1271.17,1230.49,230.49,23.05,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.88% PRÉ,12.8,200000.0,12.8
1616.64,1524.15,524.15,52.41,PRÉ,0.0222,25.03,1250.3,LCI/LCA 10.88% PRÉ,12.8,150000.0,12.8
8025.46,7571.64,2571.64,51.43,PRÉ,0.0222,24.61,6230.71,LCI/LCA 10.88% PRÉ,12.8,160000.0,12.8
2032.47,1877.6,877.6,87.76,PRÉ,0.0222,39.11,1391.08,LCI/LCA 10.87% PRÉ,12.79,120000.0,12.79
63537.13,63537.13,13537.13,27.07,CDI,0.0222,11.76,55881.58,CDB 110.59% CDI,12.78,200000.0,94.0
7124.86,6806.13,1806.13,36.12,CDI,0.0222,17.87,5893.31,LCI/LCA 79.9% CDI,12.78,180000.0,94.0
71692.04,71692.04,21692.04,43.38,CDI,0.0222,18.21,59103.12,CDB 110.59% CDI,12.78,170000.0,94.0
1265899.65,1265899.65,265899.65,26.59,CDI,0.0222,11.57,1115652.5,CDB 113.94% CDI,12.78,200000.0,94.0
1426.29,1362.35,362.35,36.23,PRÉ,0.0222,17.92,1179.19,LCI/LCA 10.86% PRÉ,12.78,180000.0,12.78
1433.84,1433.84,433.84,43.38,CDI,0.0222,18.21,1182.06,CDB 110.59% CDI,12.78,170000.0,94.0
1825.39,1825.39,715.77,64.51,IPCA,0.0222,26.09,1399.13,CDB IPCA + 9.71%,12.78,150000.0,8.25
2069.79,2069.79,987.22,91.19,IPCA,0.0222,35.24,1464.02,CDB IPCA + 9.71%,12.78,130000.0,8.25
2069.94,2069.94,1079.26,108.94,IPCA,0.0222,40.94,1396.31,CDB IPCA + 9.71%,12.78,120000.0,8.25
1266.5,1226.53,226.53,22.65,CDI,0.0222,11.63,1116.31,LCI/LCA 79.9% CDI,12.78,200000.0,94.0
25330.08,24530.57,4530.57,22.65,CDI,0.0222,11.63,22326.15,LCI/LCA 79.9% CDI,12.78,200000.0,94.0
1270.74,1270.74,270.74,27.07,CDI,0.0222,11.8,1118.05,CDB 110.59% CDI,12.78,200000.0,94.0
1433.84,1433.84,433.84,43.38,CDI,0.0222,18.27,1182.72,CDB 110.59% CDI,12.78,170000.0,94.0
7131.66,6811.91,1811.91,36.24,CDI,0.0222,17.98,5899.17,LCI/LCA 79.9% CDI,12.78,180000.0,94.0
1126.73,1126.73,126.26,12.62,CDI,0.0222,5.69,1057.41,CDB 113.94% CDI,12.78,220000.0,94.0
1195.43,1195.43,195.43,19.54,CDI,0.0222,8.67,1086.68,CDB 113.94% CDI,12.78,210000.0,94.0
