tir,vir,dc,du,rbd,rbm,rba,rbp,rlp,rld,rlm,rla
17.5,147.66,540,373,0.041814,0.8818,11.11,16.88,13.92,0.034951,0.74,9.21
0.0,0.0,3273,2253,0.041825,0.882,11.11,156.54,156.54,0.041825,0.88,11.11
0.0,0.0,4673,3214,0.041825,0.882,11.11,283.43,283.43,0.041825,0.88,11.11
15.0,16244.26,4942,3398,0.041792,0.8813,11.1,313.63,266.58,0.038237,0.81,10.11
15.0,1033.6,721,495,0.041779,0.881,11.1,22.97,19.52,0.036036,0.76,9.5
15.0,55.61,1095,755,0.041779,0.881,11.1,37.08,31.51,0.036291,0.76,9.57
15.0,55.61,1095,755,0.041779,0.881,11.1,37.08,31.51,0.036291,0.76,9.57
0.0,0.0,184,127,0.041779,0.881,11.1,5.45,5.45,0.041779,0.88,11.1
0.0,0.0,184,127,0.041779,0.881,11.1,5.45,5.45,0.041779,0.88,11.1
0.0,0.0,550,381,0.041779,0.881,11.1,17.25,17.25,0.041779,0.88,11.1
15.0,55.59,1096,756,0.041707,0.8795,11.08,37.06,31.5,0.036229,0.76,9.56
0.0,0.0,1966,1354,0.041713,0.8796,11.08,75.89,75.89,0.041713,0.88,11.08
15.0,137.37,1661,1144,0.041713,0.8796,11.08,61.14,51.97,0.036589,0.77,9.66
0.0,0.0,2730,1878,0.041713,0.8796,11.08,118.85,118.85,0.041713,0.88,11.08
17.5,29.45,540,373,0.041707,0.8795,11.08,16.83,13.88,0.03486,0.73,9.18
0.0,0.0,3030,2084,0.041713,0.8796,11.08,138.48,138.48,0.041713,0.88,11.08
0.0,0.0,4735,3255,0.041676,0.8789,11.07,288.17,288.17,0.041676,0.88,11.07
0.0,0.0,4949,3406,0.041676,0.8789,11.07,313.38,313.38,0.041676,0.88,11.07
15.0,2255.15,912,631,0.041672,0.8788,11.07,30.07,25.56,0.036076,0.76,9.52
0.0,0.0,730,502,0.041636,0.878,11.06,23.24,23.24,0.041636,0.88,11.06
17.5,0.04,720,495,0.041639,0.8781,11.06,22.88,18.88,0.034943,0.74,9.2
15.0,34.94,731,503,0.041636,0.878,11.06,23.29,19.8,0.035919,0.76,9.47
15.0,544.58,1080,744,0.041639,0.8781,11.06,36.31,30.86,0.036157,0.76,9.54
0.0,0.0,2117,1456,0.041639,0.8781,11.06,83.33,83.33,0.041639,0.88,11.06
0.0,0.0,7688,5290,0.041639,0.8781,11.06,804.53,804.53,0.041639,0.88,11.06
0.0,0.0,539,372,0.041646,0.8782,11.06,16.75,16.75,0.041646,0.88,11.06
0.0,0.0,539,372,0.041646,0.8782,11.06,16.75,16.75,0.041646,0.88,11.06
0.0,0.0,7688,5290,0.041639,0.8781,11.06,804.53,804.53,0.041639,0.88,11.06
15.0,453.07,917,634,0.041639,0.8781,11.06,30.2,25.67,0.036051,0.76,9.51
0.0,0.0,2878,1979,0.041639,0.8781,11.06,127.93,127.93,0.041639,0.88,11.06
0.0,0.0,1876,1291,0.041639,0.8781,11.06,71.16,71.16,0.041639,0.88,11.06
15.0,54469.42,1080,744,0.041646,0.8782,11.06,36.31,30.87,0.036163,0.76,9.54
15.0,450.63,912,631,0.041639,0.8781,11.06,30.04,25.54,0.036048,0.76,9.51
15.0,808.56,2557,1757,0.041639,0.8781,11.06,107.81,91.64,0.037026,0.78,9.78
0.0,0.0,832,570,0.041606,0.8774,11.05,26.76,26.76,0.041606,0.88,11.05
0.0,0.0,1097,755,0.0416,0.8772,11.05,36.89,36.89,0.0416,0.88,11.05
15.0,34.75,731,501,0.0416,0.8772,11.05,23.17,19.69,0.035885,0.76,9.46
0.0,0.0,90,64,0.0416,0.8772,11.05,2.7,2.7,0.0416,0.88,11.05
15.0,77.84,1460,1005,0.0416,0.8772,11.05,51.89,44.11,0.036364,0.77,9.59
15.0,77.84,1460,1005,0.0416,0.8772,11.05,51.89,44.11,0.036364,0.77,9.59
0.0,0.0,90,64,0.0416,0.8772,11.05,2.7,2.7,0.0416,0.88,11.05
15.0,543.99,1080,744,0.0416,0.8772,11.05,36.27,30.83,0.036122,0.76,9.53
0.0,0.0,3060,2106,0.041602,0.8773,11.05,140.12,140.12,0.041602,0.88,11.05
15.0,55.11,1095,753,0.041564,0.8765,11.04,36.74,31.23,0.036099,0.76,9.52
0.0,0.0,1478,1017,0.041565,0.8765,11.04,52.6,52.6,0.041565,0.88,11.04
15.0,174.18,731,503,0.041527,0.8757,11.03,23.22,19.74,0.035824,0.75,9.45
0.0,0.0,276,189,0.041529,0.8757,11.03,8.16,8.16,0.041529,0.88,11.03
15.0,2765.55,1096,756,0.041529,0.8757,11.03,36.87,31.34,0.03607,0.76,9.51
15.0,34.23,721,495,0.041529,0.8757,11.03,22.82,19.39,0.035817,0.75,9.44
0.0,0.0,5222,3592,0.041527,0.8757,11.03,344.31,344.31,0.041527,0.88,11.03
0.0,0.0,1660,1143,0.041527,0.8757,11.03,60.73,60.73,0.041527,0.88,11.03
15.0,1424.37,2171,1491,0.041495,0.875,11.02,85.62,72.78,0.036684,0.77,9.68
15.0,174.6,733,505,0.041453,0.8741,11.01,23.28,19.79,0.03576,0.75,9.43
15.0,541.75,1080,744,0.041453,0.8741,11.01,36.12,30.7,0.035992,0.76,9.49
0.0,0.0,2209,1519,0.041453,0.8741,11.01,87.67,87.67,0.041453,0.87,11.01
0.0,0.0,3305,2274,0.041453,0.8741,11.01,156.62,156.62,0.041453,0.87,11.01
0.0,0.0,3185,2191,0.041453,0.8741,11.01,147.95,147.95,0.041453,0.87,11.01
0.0,0.0,1694,1167,0.041453,0.8741,11.01,62.2,62.2,0.041453,0.87,11.01
0.0,0.0,3123,2151,0.041453,0.8741,11.01,143.87,143.87,0.041453,0.87,11.01
17.5,19.1,365,250,0.041453,0.8741,11.01,10.92,9.01,0.0345,0.73,9.08
17.5,19.1,365,250,0.041453,0.8741,11.01,10.92,9.01,0.0345,0.73,9.08
0.0,0.0,1694,1167,0.041453,0.8741,11.01,62.2,62.2,0.041453,0.87,11.01
0.0,0.0,3305,2274,0.041453,0.8741,11.01,156.62,156.62,0.041453,0.87,11.01
0.0,0.0,3185,2191,0.041453,0.8741,11.01,147.95,147.95,0.041453,0.87,11.01
0.0,0.0,3123,2151,0.041453,0.8741,11.01,143.87,143.87,0.041453,0.87,11.01
15.0,551.93,1096,756,0.041453,0.8741,11.01,36.8,31.28,0.036003,0.76,9.5
15.0,55.2,1096,756,0.041457,0.8742,11.01,36.8,31.28,0.036007,0.76,9.5
15.0,34.77,731,503,0.041453,0.8741,11.01,23.18,19.7,0.035758,0.75,9.43
0.0,0.0,1967,1354,0.041453,0.8741,11.01,75.27,75.27,0.041453,0.87,11.01
15.0,508.66,778,535,0.041453,0.8741,11.01,24.82,21.1,0.03579,0.75,9.44
15.0,551.08,1095,755,0.041453,0.8741,11.01,36.74,31.23,0.036002,0.76,9.5
15.0,638.99,1167,801,0.04142,0.8734,11.0,39.33,33.43,0.036017,0.76,9.5
0.0,0.0,1990,1369,0.04142,0.8734,11.0,76.28,76.28,0.04142,0.87,11.0
0.0,0.0,761,522,0.041421,0.8735,11.0,24.13,24.13,0.041421,0.87,11.0
0.0,0.0,551,380,0.041421,0.8735,11.0,17.04,17.04,0.041421,0.87,11.0
15.0,46.25,936,649,0.041415,0.8733,11.0,30.83,26.21,0.035868,0.76,9.46
15.0,129.87,2191,1506,0.041421,0.8735,11.0,86.58,73.59,0.036629,0.77,9.67
17.5,29.23,540,373,0.041421,0.8735,11.0,16.7,13.78,0.034618,0.73,9.11
0.0,0.0,90,64,0.041421,0.8735,11.0,2.69,2.69,0.041421,0.87,11.0
17.5,29.23,540,373,0.041421,0.8735,11.0,16.7,13.78,0.034618,0.73,9.11
0.0,0.0,90,64,0.041421,0.8735,11.0,2.69,2.69,0.041421,0.87,11.0
15.0,44.95,914,633,0.041415,0.8733,11.0,29.97,25.47,0.035853,0.76,9.45
15.0,129.87,2191,1506,0.041421,0.8735,11.0,86.58,73.59,0.036629,0.77,9.67
15.0,170.64,721,495,0.041421,0.8735,11.0,22.75,19.34,0.035723,0.75,9.42
0.0,0.0,361,248,0.041421,0.8735,11.0,10.82,10.82,0.041421,0.87,11.0
15.0,38.06,1440,991,0.041421,0.8735,11.0,50.74,43.13,0.036191,0.76,9.55
15.0,1.71,721,495,0.041421,0.8735,11.0,22.75,19.34,0.035723,0.75,9.42
0.0,0.0,3243,2232,0.041415,0.8733,11.0,151.99,151.99,0.041415,0.87,11.0
0.0,0.0,3060,2106,0.041415,0.8733,11.0,139.18,139.18,0.041415,0.87,11.0
0.0,0.0,3060,2106,0.041415,0.8733,11.0,139.18,139.18,0.041415,0.87,11.0
0.0,0.0,538,369,0.041386,0.8727,10.99,16.5,16.5,0.041386,0.87,10.99
0.0,0.0,2963,2035,0.041383,0.8727,10.99,132.09,132.09,0.041383,0.87,10.99
0.0,0.0,361,248,0.041386,0.8727,10.99,10.81,10.81,0.041386,0.87,10.99
0.0,0.0,90,64,0.041392,0.8728,10.99,2.68,2.68,0.041392,0.87,10.99
0.0,0.0,90,64,0.041392,0.8728,10.99,2.68,2.68,0.041392,0.87,10.99
0.0,0.0,90,64,0.041392,0.8728,10.99,2.68,2.68,0.041392,0.87,10.99
0.0,0.0,90,64,0.041392,0.8728,10.99,2.68,2.68,0.041392,0.87,10.99
15.0,40562.73,1080,744,0.041392,0.8728,10.99,36.06,30.65,0.035938,0.76,9.48
17.5,18.89,365,248,0.041346,0.8719,10.98,10.8,8.91,0.034409,0.73,9.06
0.0,0.0,182,125,0.04135,0.8719,10.98,5.3,5.3,0.04135,0.87,10.98
15.0,170.31,721,495,0.04135,0.8719,10.98,22.71,19.3,0.03566,0.75,9.4
0.0,0.0,181,124,0.04135,0.8719,10.98,5.26,5.26,0.04135,0.87,10.98
15.0,541.04,1081,745,0.04135,0.8719,10.98,36.07,30.66,0.035901,0.76,9.47
0.0,0.0,2330,1602,0.041341,0.8718,10.98,93.89,93.89,0.041341,0.87,10.98
0.0,0.0,2303,1584,0.041304,0.871,10.97,92.34,92.34,0.041304,0.87,10.97
0.0,0.0,2270,1562,0.041304,0.871,10.97,90.6,90.6,0.041304,0.87,10.97
15.0,500.67,1800,1238,0.041314,0.8712,10.97,66.76,56.74,0.03631,0.77,9.58
0.0,0.0,2208,1518,0.041304,0.871,10.97,87.17,87.17,0.041304,0.87,10.97
15.0,758.6,1442,992,0.041266,0.8702,10.96,50.57,42.99,0.036053,0.76,9.51
0.0,0.0,1936,1334,0.041266,0.8702,10.96,73.39,73.39,0.041266,0.87,10.96
15.0,659.27,1280,883,0.041266,0.8702,10.96,43.95,37.36,0.035955,0.76,9.48
15.0,339.86,721,495,0.041266,0.8702,10.96,22.66,19.26,0.035588,0.75,9.38
15.0,53.89,1080,744,0.041266,0.8702,10.96,35.93,30.54,0.035827,0.76,9.45
0.0,0.0,3122,2150,0.041266,0.8702,10.96,142.79,142.79,0.041266,0.87,10.96
0.0,0.0,2574,1770,0.041266,0.8702,10.96,107.56,107.56,0.041266,0.87,10.96
0.0,0.0,2240,1540,0.041266,0.8702,10.96,88.77,88.77,0.041266,0.87,10.96
0.0,0.0,1874,1291,0.041266,0.8702,10.96,70.34,70.34,0.041266,0.87,10.96
15.0,34.52,730,502,0.041266,0.8702,10.96,23.01,19.56,0.035594,0.75,9.38
15.0,77.07,1460,1005,0.041266,0.8702,10.96,51.38,43.68,0.036065,0.76,9.51
15.0,34.52,730,502,0.041266,0.8702,10.96,23.01,19.56,0.035594,0.75,9.38
15.0,34.52,730,502,0.041266,0.8702,10.96,23.01,19.56,0.035594,0.75,9.38
15.0,77.07,1460,1005,0.041266,0.8702,10.96,51.38,43.68,0.036065,0.76,9.51
15.0,34.52,730,502,0.041266,0.8702,10.96,23.01,19.56,0.035594,0.75,9.38
0.0,0.0,2574,1770,0.041266,0.8702,10.96,107.56,107.56,0.041266,0.87,10.96
0.0,0.0,1874,1291,0.041266,0.8702,10.96,70.34,70.34,0.041266,0.87,10.96
0.0,0.0,2240,1540,0.041266,0.8702,10.96,88.77,88.77,0.041266,0.87,10.96
15.0,659.27,1281,883,0.041266,0.8702,10.96,43.95,37.36,0.035955,0.76,9.48
15.0,54.9,1096,756,0.041266,0.8702,10.96,36.6,31.11,0.035838,0.76,9.45
0.0,0.0,2878,1979,0.041266,0.8702,10.96,126.26,126.26,0.041266,0.87,10.96
0.0,0.0,4949,3406,0.041266,0.8702,10.96,307.65,307.65,0.041266,0.87,10.96
0.0,0.0,2303,1584,0.041266,0.8702,10.96,92.23,92.23,0.041266,0.87,10.96
15.0,1491.41,2117,1456,0.041266,0.8702,10.96,82.34,69.99,0.036447,0.77,9.62
15.0,455.84,778,535,0.041266,0.8702,10.96,24.7,20.99,0.035627,0.75,9.39
15.0,646.65,2192,1507,0.041266,0.8702,10.96,86.22,73.29,0.036488,0.77,9.63
15.0,538.56,1080,744,0.041242,0.8697,10.95,35.9,30.52,0.035806,0.75,9.44
15.0,38.54,1461,1006,0.041229,0.8694,10.95,51.39,43.68,0.036032,0.76,9.5
0.0,0.0,1825,1257,0.041242,0.8697,10.95,67.92,67.92,0.041242,0.87,10.95
0.0,0.0,181,125,0.041242,0.8697,10.95,5.29,5.29,0.041242,0.87,10.95
15.0,34.5,730,502,0.041242,0.8697,10.95,23.0,19.55,0.035573,0.75,9.38
0.0,0.0,181,125,0.041242,0.8697,10.95,5.29,5.29,0.041242,0.87,10.95
15.0,43.93,900,623,0.041242,0.8697,10.95,29.29,24.9,0.035691,0.75,9.41
0.0,0.0,1825,1257,0.041242,0.8697,10.95,67.92,67.92,0.041242,0.87,10.95
0.0,0.0,181,125,0.041242,0.8697,10.95,5.29,5.29,0.041242,0.87,10.95
0.0,0.0,181,125,0.041242,0.8697,10.95,5.29,5.29,0.041242,0.87,10.95
15.0,43.93,900,623,0.041242,0.8697,10.95,29.29,24.9,0.035691,0.75,9.41
15.0,34.5,730,502,0.041242,0.8697,10.95,23.0,19.55,0.035573,0.75,9.38
15.0,386.82,1466,1009,0.041229,0.8694,10.95,51.58,43.84,0.036035,0.76,9.5
15.0,538.56,1080,744,0.041242,0.8697,10.95,35.9,30.52,0.035806,0.75,9.44
15.0,44.8,917,634,0.041229,0.8694,10.95,29.87,25.39,0.03569,0.75,9.41
0.0,0.0,4735,3255,0.041229,0.8694,10.95,282.57,282.57,0.041229,0.87,10.95
15.0,21.97,900,623,0.041242,0.8697,10.95,29.29,24.9,0.035691,0.75,9.41
0.0,0.0,3243,2232,0.041229,0.8694,10.95,150.94,150.94,0.041229,0.87,10.95
17.5,188.83,366,249,0.04116,0.8679,10.93,10.79,8.9,0.034254,0.72,9.01
15.0,1287.68,2193,1506,0.04116,0.8679,10.93,85.85,72.97,0.03639,0.77,9.6
15.0,1589.75,2557,1756,0.04116,0.8679,10.93,105.98,90.09,0.036584,0.77,9.66
15.0,128.81,2191,1506,0.041171,0.8682,10.93,85.88,72.99,0.0364,0.77,9.6
15.0,498.46,1800,1238,0.041171,0.8682,10.93,66.46,56.49,0.03618,0.76,9.54
15.0,34.42,730,502,0.041155,0.8678,10.93,22.94,19.5,0.035497,0.75,9.36
0.0,0.0,4279,2943,0.041155,0.8678,10.93,235.66,235.66,0.041155,0.87,10.93
0.0,0.0,361,248,0.041135,0.8674,10.92,10.74,10.74,0.041135,0.87,10.92
0.0,0.0,1813,1247,0.041117,0.867,10.92,66.97,66.97,0.041117,0.87,10.92
0.0,0.0,1327,915,0.041117,0.867,10.92,45.67,45.67,0.041117,0.87,10.92
15.0,26849.29,1080,744,0.041138,0.8675,10.92,35.8,30.43,0.035713,0.75,9.42
0.0,0.0,361,248,0.041135,0.8674,10.92,10.74,10.74,0.041135,0.87,10.92
0.0,0.0,361,248,0.041135,0.8674,10.92,10.74,10.74,0.041135,0.87,10.92
0.0,0.0,2147,1476,0.041117,0.867,10.92,83.45,83.45,0.041117,0.87,10.92
0.0,0.0,540,371,0.041099,0.8666,10.91,16.47,16.47,0.041099,0.87,10.91
15.0,26.82,1080,744,0.041099,0.8666,10.91,35.76,30.4,0.035679,0.75,9.41
0.0,0.0,543,376,0.041099,0.8666,10.91,16.71,16.71,0.041099,0.87,10.91
15.0,53.64,1080,744,0.041099,0.8666,10.91,35.76,30.4,0.035679,0.75,9.41
15.0,14509.03,4942,3398,0.041049,0.8656,10.9,303.31,257.82,0.037525,0.79,9.92
15.0,1605.05,1081,743,0.041063,0.8659,10.9,35.67,30.32,0.035646,0.75,9.4
0.0,0.0,1874,1291,0.04108,0.8662,10.9,69.93,69.93,0.04108,0.87,10.9
15.0,1926.07,2924,2011,0.04108,0.8662,10.9,128.4,109.14,0.036698,0.77,9.69
0.0,0.0,1785,1229,0.04108,0.8662,10.9,65.66,65.66,0.04108,0.87,10.9
0.0,0.0,2209,1519,0.04108,0.8662,10.9,86.61,86.61,0.04108,0.87,10.9
0.0,0.0,4949,3406,0.04108,0.8662,10.9,305.07,305.07,0.04108,0.87,10.9
0.0,0.0,3061,2107,0.04108,0.8662,10.9,137.59,137.59,0.04108,0.87,10.9
0.0,0.0,2878,1979,0.04108,0.8662,10.9,125.42,125.42,0.04108,0.87,10.9
0.0,0.0,2730,1878,0.04108,0.8662,10.9,116.26,116.26,0.04108,0.87,10.9
0.0,0.0,4735,3255,0.04108,0.8662,10.9,280.71,280.71,0.04108,0.87,10.9
0.0,0.0,3427,2360,0.04108,0.8662,10.9,163.61,163.61,0.04108,0.87,10.9
0.0,0.0,3335,2296,0.04108,0.8662,10.9,156.77,156.77,0.04108,0.87,10.9
0.0,0.0,3153,2171,0.04108,0.8662,10.9,143.92,143.92,0.04108,0.87,10.9
0.0,0.0,2969,2041,0.04108,0.8662,10.9,131.24,131.24,0.04108,0.87,10.9
0.0,0.0,3397,2339,0.04108,0.8662,10.9,161.34,161.34,0.04108,0.87,10.9
15.0,34.33,730,502,0.041063,0.8659,10.9,22.89,19.45,0.035417,0.75,9.33
15.0,54.53,1095,755,0.04108,0.8662,10.9,36.35,30.9,0.035672,0.75,9.4
15.0,54.53,1095,755,0.04108,0.8662,10.9,36.35,30.9,0.035672,0.75,9.4
15.0,0.03,730,502,0.04108,0.8662,10.9,22.9,19.46,0.035431,0.75,9.34
15.0,34.33,730,502,0.041063,0.8659,10.9,22.89,19.45,0.035417,0.75,9.33
15.0,54.53,1095,755,0.04108,0.8662,10.9,36.35,30.9,0.035672,0.75,9.4
15.0,0.03,730,502,0.04108,0.8662,10.9,22.9,19.46,0.035431,0.75,9.34
15.0,54.53,1095,755,0.04108,0.8662,10.9,36.35,30.9,0.035672,0.75,9.4
0.0,0.0,3061,2107,0.04108,0.8662,10.9,137.59,137.59,0.04108,0.87,10.9
0.0,0.0,2730,1878,0.04108,0.8662,10.9,116.26,116.26,0.04108,0.87,10.9
0.0,0.0,3427,2360,0.04108,0.8662,10.9,163.61,163.61,0.04108,0.87,10.9
0.0,0.0,1785,1229,0.04108,0.8662,10.9,65.66,65.66,0.04108,0.87,10.9
0.0,0.0,2209,1519,0.04108,0.8662,10.9,86.61,86.61,0.04108,0.87,10.9
0.0,0.0,3153,2171,0.04108,0.8662,10.9,143.92,143.92,0.04108,0.87,10.9
0.0,0.0,2969,2041,0.04108,0.8662,10.9,131.24,131.24,0.04108,0.87,10.9
0.0,0.0,4735,3255,0.04108,0.8662,10.9,280.71,280.71,0.04108,0.87,10.9
0.0,0.0,3397,2339,0.04108,0.8662,10.9,161.34,161.34,0.04108,0.87,10.9
0.0,0.0,2878,1979,0.04108,0.8662,10.9,125.42,125.42,0.04108,0.87,10.9
0.0,0.0,4949,3406,0.04108,0.8662,10.9,305.07,305.07,0.04108,0.87,10.9
0.0,0.0,3335,2296,0.04108,0.8662,10.9,156.77,156.77,0.04108,0.87,10.9
15.0,344.06,731,503,0.041063,0.8659,10.9,22.94,19.5,0.035418,0.75,9.33
15.0,546.16,1096,756,0.04108,0.8662,10.9,36.41,30.95,0.035673,0.75,9.4
0.0,0.0,2730,1878,0.04108,0.8662,10.9,116.26,116.26,0.04108,0.87,10.9
0.0,0.0,3061,2107,0.04108,0.8662,10.9,137.59,137.59,0.04108,0.87,10.9
0.0,0.0,2982,2050,0.04108,0.8662,10.9,132.09,132.09,0.04108,0.87,10.9
0.0,0.0,360,245,0.041028,0.8651,10.89,10.57,10.57,0.041028,0.87,10.89
0.0,0.0,361,248,0.041028,0.8651,10.89,10.71,10.71,0.041028,0.87,10.89
15.0,343.4,731,503,0.040992,0.8644,10.88,22.89,19.46,0.035355,0.75,9.32
15.0,34.42,732,504,0.040992,0.8644,10.88,22.94,19.5,0.035356,0.75,9.32
0.0,0.0,276,189,0.040992,0.8644,10.88,8.05,8.05,0.040992,0.86,10.88
0.0,0.0,360,247,0.040992,0.8644,10.88,10.65,10.65,0.040992,0.86,10.88
15.0,34.34,731,503,0.040992,0.8644,10.88,22.89,19.46,0.035355,0.75,9.32
15.0,34.34,731,503,0.040992,0.8644,10.88,22.89,19.46,0.035355,0.75,9.32
15.0,591.01,1176,811,0.040968,0.8639,10.87,39.4,33.49,0.035624,0.75,9.39
0.0,0.0,540,373,0.040956,0.8636,10.87,16.5,16.5,0.040956,0.86,10.87
15.0,1009.74,1827,1257,0.040956,0.8636,10.87,67.32,57.22,0.036002,0.76,9.5
15.0,34.32,731,503,0.040968,0.8639,10.87,22.88,19.45,0.035335,0.74,9.31
0.0,0.0,540,373,0.040956,0.8636,10.87,16.5,16.5,0.040956,0.86,10.87
0.0,0.0,931,644,0.040968,0.8639,10.87,30.18,30.18,0.040968,0.86,10.87
15.0,181.81,2666,1834,0.040968,0.8639,10.87,111.95,95.16,0.036466,0.77,9.62
0.0,0.0,1867,1282,0.040937,0.8632,10.86,69.0,69.0,0.040937,0.86,10.86
0.0,0.0,4789,3290,0.040937,0.8632,10.86,284.41,284.41,0.040937,0.86,10.86
15.0,209.67,2574,1770,0.040931,0.8631,10.86,106.33,90.38,0.036384,0.77,9.6
0.0,0.0,2270,1562,0.040931,0.8631,10.86,89.5,89.5,0.040931,0.86,10.86
0.0,0.0,3061,2107,0.040931,0.8631,10.86,136.84,136.84,0.040931,0.86,10.86
0.0,0.0,2177,1496,0.040931,0.8631,10.86,84.45,84.45,0.040931,0.86,10.86
0.0,0.0,2330,1602,0.040931,0.8631,10.86,92.63,92.63,0.040931,0.86,10.86
17.5,294.98,550,381,0.040893,0.8623,10.85,16.86,13.91,0.03418,0.72,8.99
0.0,0.0,2117,1456,0.040893,0.8623,10.85,81.36,81.36,0.040893,0.86,10.85
0.0,0.0,1813,1247,0.040893,0.8623,10.85,66.5,66.5,0.040893,0.86,10.85
15.0,1277.65,2192,1507,0.040893,0.8623,10.85,85.18,72.4,0.036148,0.76,9.54
15.0,1576.57,2557,1757,0.040893,0.8623,10.85,105.1,89.34,0.03634,0.77,9.59
15.0,763.18,1461,1006,0.040893,0.8623,10.85,50.88,43.25,0.035732,0.75,9.42
15.0,1007.76,1827,1257,0.040893,0.8623,10.85,67.18,57.11,0.035946,0.76,9.48
15.0,882.82,1645,1132,0.040893,0.8623,10.85,58.85,50.03,0.03584,0.76,9.45
15.0,75.03,1440,992,0.040893,0.8623,10.85,50.02,42.51,0.03572,0.75,9.42
0.0,0.0,1874,1291,0.040893,0.8623,10.85,69.52,69.52,0.040893,0.86,10.85
0.0,0.0,2303,1584,0.040893,0.8623,10.85,91.1,91.1,0.040893,0.86,10.85
0.0,0.0,2482,1706,0.040893,0.8623,10.85,100.87,100.87,0.040893,0.86,10.85
15.0,34.17,730,502,0.040884,0.8621,10.85,22.78,19.36,0.03526,0.74,9.29
17.5,28.83,540,373,0.040893,0.8623,10.85,16.47,13.59,0.034171,0.72,8.99
15.0,34.17,730,502,0.040893,0.8623,10.85,22.78,19.37,0.035268,0.74,9.29
15.0,34.17,730,502,0.040884,0.8621,10.85,22.78,19.36,0.03526,0.74,9.29
17.5,28.83,540,373,0.040893,0.8623,10.85,16.47,13.59,0.034171,0.72,8.99
15.0,34.17,730,502,0.040893,0.8623,10.85,22.78,19.37,0.035268,0.74,9.29
0.0,0.0,2482,1706,0.040893,0.8623,10.85,100.87,100.87,0.040893,0.86,10.85
0.0,0.0,2303,1584,0.040893,0.8623,10.85,91.1,91.1,0.040893,0.86,10.85
15.0,53.33,1080,744,0.040893,0.8623,10.85,35.55,30.22,0.035497,0.75,9.36
15.0,652.18,1281,883,0.040893,0.8623,10.85,43.48,36.96,0.035623,0.75,9.39
15.0,1277.65,2192,1507,0.040893,0.8623,10.85,85.18,72.4,0.036148,0.76,9.54
15.0,1007.76,1827,1257,0.040893,0.8623,10.85,67.18,57.11,0.035946,0.76,9.48
15.0,763.18,1463,1006,0.040893,0.8623,10.85,50.88,43.25,0.035732,0.75,9.42
15.0,1576.57,2557,1757,0.040893,0.8623,10.85,105.1,89.34,0.03634,0.77,9.59
15.0,76.32,1463,1006,0.040893,0.8623,10.85,50.88,43.25,0.035732,0.75,9.42
15.0,882.82,1645,1132,0.040893,0.8623,10.85,58.85,50.03,0.03584,0.76,9.45
15.0,1141.42,2011,1384,0.040893,0.8623,10.85,76.09,64.68,0.03605,0.76,9.51
0.0,0.0,1783,1229,0.040893,0.8623,10.85,65.28,65.28,0.040893,0.86,10.85
15.0,2894.97,3700,2548,0.040893,0.8623,10.85,183.42,155.91,0.036884,0.78,9.74
15.0,13328.56,1080,744,0.040884,0.8621,10.85,35.54,30.21,0.035489,0.75,9.35
15.0,100.52,1826,1257,0.040813,0.8606,10.83,67.01,56.96,0.035873,0.76,9.46
15.0,100.52,1827,1257,0.040813,0.8606,10.83,67.01,56.96,0.035873,0.76,9.46
0.0,0.0,3060,2106,0.040819,0.8607,10.83,136.19,136.19,0.040819,0.86,10.83
15.0,1003.42,1826,1256,0.040788,0.8601,10.82,66.89,56.86,0.035849,0.76,9.45
0.0,0.0,91,64,0.040777,0.8598,10.82,2.64,2.64,0.040777,0.86,10.82
0.0,0.0,91,64,0.040777,0.8598,10.82,2.64,2.64,0.040777,0.86,10.82
0.0,0.0,540,371,0.040741,0.8591,10.81,16.31,16.31,0.040741,0.86,10.81
15.0,93.53,1478,1017,0.040744,0.8591,10.81,51.33,43.63,0.035608,0.75,9.39
0.0,0.0,2932,2014,0.040714,0.8585,10.8,127.01,127.01,0.040714,0.86,10.8
15.0,45.11,935,646,0.040707,0.8583,10.8,30.07,25.56,0.035241,0.74,9.29
0.0,0.0,3000,2064,0.040707,0.8583,10.8,131.64,131.64,0.040707,0.86,10.8
0.0,0.0,2482,1706,0.040707,0.8583,10.8,100.23,100.23,0.040707,0.86,10.8
0.0,0.0,4888,3363,0.040707,0.8583,10.8,293.02,293.02,0.040707,0.86,10.8
0.0,0.0,177,122,0.040705,0.8583,10.8,5.09,5.09,0.040705,0.86,10.8
15.0,75.89,1463,1006,0.040707,0.8583,10.8,50.6,43.01,0.035565,0.75,9.37
0.0,0.0,540,373,0.040705,0.8583,10.8,16.39,16.39,0.040705,0.86,10.8
0.0,0.0,2543,1747,0.040707,0.8583,10.8,103.6,103.6,0.040707,0.86,10.8
15.0,53.95,1095,755,0.040705,0.8583,10.8,35.97,30.57,0.03534,0.74,9.31
15.0,126.87,2190,1506,0.040705,0.8583,10.8,84.58,71.89,0.035975,0.76,9.49
0.0,0.0,540,373,0.040705,0.8583,10.8,16.39,16.39,0.040705,0.86,10.8
15.0,43.29,900,623,0.040707,0.8583,10.8,28.86,24.53,0.03522,0.74,9.28
0.0,0.0,540,373,0.040705,0.8583,10.8,16.39,16.39,0.040705,0.86,10.8
15.0,126.87,2190,1506,0.040705,0.8583,10.8,84.58,71.89,0.035975,0.76,9.49
15.0,53.95,1095,755,0.040705,0.8583,10.8,35.97,30.57,0.03534,0.74,9.31
