code,resultAbsoluteValue,dateCom,paymentDividend,earningType,dy
VALE3,"0,34004124",16/10/2014,31/10/2014,Dividendo,"1,24"
ABEV3,"0,22000000",27/10/2014,13/11/2014,Dividendo,"1,41"
BRAP4,"0,34422055",31/10/2014,14/11/2014,Dividendo,"2,16"
BRAP4,"0,54667498",31/10/2014,14/11/2014,JCP,"3,43"
VIVT3,"0,25534994",31/10/2014,12/06/2015,JCP,"0,60"
BBDC3,"0,01881799",03/11/2014,01/12/2014,JCP,"0,10"
BBDC4,"0,02069979",03/11/2014,01/12/2014,JCP,"0,11"
CPLE6,"0,13467800",06/11/2014,21/11/2014,Dividendo,"0,42"
CPLE6,"0,01151900",06/11/2014,21/11/2014,JCP,"0,04"
FLRY3,"0,63982246",06/11/2014,21/11/2014,Dividendo,"8,02"
CMIG4,"0,87420859",07/11/2014,19/12/2014,Dividendo,"6,86"
KLBN11,"0,09826000",10/11/2014,19/11/2014,Dividendo,"0,96"
PCAR3,"0,12727200",10/11/2014,21/11/2014,Dividendo,"0,12"
ALPA4,"0,03167829",14/11/2014,17/12/2014,JCP,"0,51"
BBAS3,"0,05570489",14/11/2014,28/11/2014,Dividendo,"0,23"
GGBR4,"0,05000000",17/11/2014,27/11/2014,Dividendo,"0,47"
GGBR4,"0,04250000",17/11/2014,27/11/2014,JCP,"0,40"
GOAU4,"0,04000000",17/11/2014,27/11/2014,Dividendo,"0,32"
EGIE3,"0,34163565",25/11/2014,15/03/2015,JCP,"1,94"
ITSA4,"0,01500000",28/11/2014,02/01/2015,Dividendo,"0,19"
VIVT3,"0,38685718",28/11/2014,12/06/2015,JCP,"0,90"
BBDC3,"0,01881799",01/12/2014,02/01/2015,JCP,"0,10"
BBDC4,"0,02069979",01/12/2014,02/01/2015,JCP,"0,11"
TAEE11,"0,57184507",04/12/2014,17/12/2014,JCP,"4,95"
CVCB3,"0,11027498",09/12/2014,23/12/2014,JCP,"0,72"
BBAS3,"0,33994849",11/12/2014,30/12/2014,JCP,"1,36"
RADL3,"0,01427331",11/12/2014,29/05/2015,JCP,"0,06"
EMBR3,"0,12000000",15/12/2014,09/01/2015,JCP,"0,52"
ARZZ3,"0,10994331",16/12/2014,30/12/2014,JCP,"0,46"
DXCO3,"0,08573141",16/12/2014,26/02/2015,JCP,"1,16"
WEGE3,"0,01911765",16/12/2014,11/03/2015,JCP,"0,17"
LREN3,"0,02926000",17/12/2014,24/04/2015,JCP,"0,24"
EQTL3,"0,06000000",19/12/2014,15/12/2015,JCP,"0,22"
ITSA4,"0,03560000",19/12/2014,26/02/2015,JCP,"0,50"
BBDC3,"0,59032580",22/12/2014,06/03/2015,JCP,"3,23"
BBDC4,"0,64935838",22/12/2014,06/03/2015,JCP,"3,47"
MULT3,"0,45153429",22/12/2014,18/05/2015,JCP,"2,78"
TOTS3,"0,04017690",22/12/2014,14/01/2015,JCP,"0,12"
CMIG4,"0,09139453",26/12/2014,30/06/2015,JCP,"0,72"
CMIG4,"0,09139453",26/12/2014,28/12/2015,JCP,"0,72"
ENBR3,"0,27979800",29/12/2014,28/12/2015,JCP,"3,07"
BRFS3,"0,43441923",30/12/2014,13/02/2015,JCP,"0,68"
BRFS3,"0,09972393",30/12/2014,13/02/2015,Dividendo,"0,16"
CSNA3,"0,20235852",30/12/2014,15/01/2015,Dividendo,"3,58"
VIVT3,"0,39703035",30/12/2014,12/06/2015,JCP,"1,44"
ABEV3,"0,13000000",01/01/2015,14/01/2015,JCP,"0,00"
RENT3,"0,02718945",01/01/2015,30/01/2015,JCP,"0,00"
BBDC3,"0,01881799",02/01/2015,02/02/2015,JCP,"0,11"
BBDC4,"0,02069979",02/01/2015,02/02/2015,JCP,"0,12"
ABEV3,"0,09600000",07/01/2015,30/01/2015,JCP,"0,58"
MGLU3,"0,00244275",14/01/2015,08/05/2015,JCP,"0,03"
BBDC3,"0,01881799",02/02/2015,02/03/2015,JCP,"0,11"
BBDC4,"0,02069979",02/02/2015,02/03/2015,JCP,"0,12"
DXCO3,"0,06512696",05/02/2015,26/02/2015,JCP,"0,84"
BBDC3,"0,14315392",09/02/2015,06/03/2015,Dividendo,"0,78"
BBDC4,"0,15746931",09/02/2015,06/03/2015,Dividendo,"0,83"
ITSA4,"0,17412000",10/02/2015,26/02/2015,JCP,"2,39"
ITSA4,"0,04190000",10/02/2015,26/02/2015,Dividendo,"0,57"
ITSA4,"0,04970000",10/02/2015,31/03/2015,Dividendo,"0,68"
ITUB4,"0,20420000",10/02/2015,26/02/2015,Dividendo,"1,06"
ITUB4,"0,30486667",10/02/2015,26/02/2015,JCP,"1,59"
VIVT3,"0,71434799",10/02/2015,12/06/2015,Dividendo,"1,72"
VIVT3,"1,58217467",10/02/2015,09/12/2015,Dividendo,"3,81"
BBSE3,"0,01347937",12/02/2015,26/02/2015,Rend. Tributado,"0,07"
BBSE3,"0,78501824",12/02/2015,26/02/2015,Dividendo,"2,60"
NTCO3,"0,99691331",18/02/2015,17/04/2015,Dividendo,"3,48"
NTCO3,"0,04721736",18/02/2015,17/04/2015,JCP,"0,16"
BBAS3,"0,09103442",19/02/2015,27/02/2015,Dividendo,"0,37"
WEGE3,"0,05191165",24/02/2015,11/03/2015,Dividendo,"0,42"
RADL3,"0,01758947",26/02/2015,29/05/2015,JCP,"0,06"
ABEV3,"0,09000000",27/02/2015,31/03/2015,JCP,"0,49"
ITSA4,"0,01500000",27/02/2015,01/04/2015,Dividendo,"0,20"
TOTS3,"0,25583964",27/02/2015,15/04/2015,Dividendo,"0,74"
BBDC3,"0,01881799",02/03/2015,01/04/2015,JCP,"0,10"
BBDC4,"0,02069979",02/03/2015,01/04/2015,JCP,"0,11"
UGPA3,"0,35500000",04/03/2015,13/03/2015,Dividendo,"1,21"
CSNA3,"0,20263304",11/03/2015,19/03/2015,Dividendo,"3,88"
ALPA4,"0,06130547",13/03/2015,24/03/2015,JCP,"0,79"
ALPA4,"0,33524293",13/03/2015,28/04/2015,Dividendo,"4,33"
CIEL3,"0,04263991",13/03/2015,31/03/2015,JCP,"0,17"
CIEL3,"0,44866059",13/03/2015,31/03/2015,Dividendo,"1,76"
EMBR3,"0,04000000",16/03/2015,14/04/2015,JCP,"0,16"
GGBR4,"0,07000000",16/03/2015,26/03/2015,Dividendo,"0,65"
GOAU4,"0,07000000",16/03/2015,26/03/2015,Dividendo,"0,61"
KLBN11,"0,11136000",23/03/2015,06/04/2015,Dividendo,"0,77"
RADL3,"0,01961820",23/03/2015,01/12/2015,JCP,"0,08"
RENT3,"0,03569809",31/03/2015,14/05/2015,JCP,"0,31"
BBDC3,"0,01466235",01/04/2015,04/05/2015,JCP,"0,08"
BBDC4,"0,01612859",01/04/2015,04/05/2015,JCP,"0,08"
SBSP3,"0,36913009",06/04/2015,29/06/2015,JCP,"1,96"
BRKM5,"0,60618880",09/04/2015,23/04/2015,Dividendo,"5,03"
VIVT3,"0,01552605",09/04/2015,09/12/2015,Dividendo,"0,04"
ENBR3,"0,13281800",10/04/2015,28/12/2015,Dividendo,"1,23"
VALE3,"0,60176099",14/04/2015,30/10/2015,JCP,"3,17"
CVCB3,"0,15301279",15/04/2015,11/05/2015,Dividendo,"0,94"
CVCB3,"0,47833235",15/04/2015,11/05/2015,Dividendo,"2,94"
CCRO3,"0,05707733",16/04/2015,30/04/2015,Dividendo,"0,34"
LREN3,"0,18314800",16/04/2015,24/04/2015,Dividendo,"1,18"
EQTL3,"0,09600000",17/04/2015,15/12/2015,Dividendo,"0,30"
TAEE11,"0,42770503",22/04/2015,30/04/2015,Dividendo,"3,25"
CPLE6,"0,09280300",23/04/2015,22/06/2015,Dividendo,"0,26"
VIIA3,"0,17253000",23/04/2015,17/06/2015,Dividendo,"3,21"
ARZZ3,"0,39859000",24/04/2015,15/05/2015,Dividendo,"1,64"
BRAP4,"0,24215295",24/04/2015,15/05/2015,Dividendo,"1,91"
BRAP4,"0,38287163",24/04/2015,15/05/2015,JCP,"3,03"
PCAR3,"0,68899126",24/04/2015,25/06/2015,Dividendo,"0,70"
EMBR3,"0,02187890",27/04/2015,13/05/2015,Dividendo,"0,10"
MGLU3,"0,00342099",27/04/2015,08/05/2015,Dividendo,"0,07"
CYRE3,"0,41499399",28/04/2015,26/06/2015,Dividendo,"3,33"
USIM5,"0,03266800",28/04/2015,26/06/2015,Dividendo,"0,55"
YDUQ3,"0,32868510",28/04/2015,30/06/2015,Dividendo,"1,74"
ALSO3,"0,45500000",29/04/2015,20/05/2015,Dividendo,"2,19"
MULT3,"0,10539100",29/04/2015,18/05/2015,Dividendo,"0,59"
SLCE3,"0,27974400",29/04/2015,13/05/2015,Dividendo,"3,20"
CMIG4,"0,45086672",30/04/2015,29/12/2016,Dividendo,"4,29"
CSAN3,"0,07700000",30/04/2015,27/05/2015,Dividendo,"0,26"
ELET6,"0,10174654",30/04/2015,30/06/2015,JCP,"1,42"
ENGI11,"0,53500000",30/04/2015,29/06/2015,Dividendo,"0,00"
EZTC3,"1,10855656",30/04/2015,07/07/2015,Dividendo,"7,35"
JBSS3,"0,16737958",30/04/2015,12/05/2015,Dividendo,"1,08"
MRVE3,"0,38770000",30/04/2015,29/05/2015,Dividendo,"5,20"
RENT3,"0,07134367",30/04/2015,21/05/2015,Dividendo,"0,69"
CSAN3,"0,07699760",01/05/2015,27/05/2015,Dividendo,"0,00"
MRVE3,"0,38778730",01/05/2015,29/05/2015,Dividendo,"0,00"
SUZB3,"0,12922000",01/05/2015,11/05/2015,Dividendo,"0,00"
BBDC3,"0,01724983",04/05/2015,01/06/2015,JCP,"0,09"
BBDC4,"0,01897481",04/05/2015,01/06/2015,JCP,"0,09"
EGIE3,"0,26362769",08/05/2015,29/05/2015,Dividendo,"1,35"
COGN3,"0,05440693",12/05/2015,12/06/2015,Dividendo,"0,47"
TIMS3,"0,15180000",12/05/2015,16/06/2015,Dividendo,"1,69"
ALPA4,"0,06267288",15/05/2015,12/06/2015,JCP,"0,75"
PCAR3,"0,13636500",18/05/2015,28/05/2015,Dividendo,"0,15"
BBAS3,"0,45113757",21/05/2015,29/05/2015,Dividendo,"1,83"
GGBR4,"0,06000000",21/05/2015,02/06/2015,JCP,"0,63"
GOAU4,"0,02000000",21/05/2015,02/06/2015,Dividendo,"0,23"
VIVT3,"0,32459987",25/05/2015,23/08/2016,JCP,"0,87"
VIVT3,"0,17017857",25/05/2015,23/08/2016,Dividendo,"0,45"
ITSA4,"0,01500000",29/05/2015,01/07/2015,Dividendo,"0,21"
ABEV3,"0,10000000",01/06/2015,29/06/2015,JCP,"0,54"
BBDC3,"0,01724983",01/06/2015,01/07/2015,JCP,"0,10"
BBDC4,"0,01897481",01/06/2015,01/07/2015,JCP,"0,11"
BBAS3,"0,28989350",11/06/2015,30/06/2015,JCP,"1,26"
ARZZ3,"0,10994331",17/06/2015,30/06/2015,JCP,"0,46"
ARZZ3,"0,06543096",17/06/2015,30/06/2015,JCP,"0,27"
LREN3,"0,04172000",18/06/2015,29/04/2016,JCP,"0,22"
BBDC3,"0,17262910",22/06/2015,17/07/2015,Dividendo,"1,00"
BBDC4,"0,18989201",22/06/2015,17/07/2015,Dividendo,"1,07"
EMBR3,"0,04000000",22/06/2015,13/07/2015,JCP,"0,17"
RADL3,"0,02162254",22/06/2015,01/12/2015,JCP,"0,06"
WEGE3,"0,02441176",23/06/2015,12/08/2015,JCP,"0,17"
ENGI11,"0,41000000",29/06/2015,20/07/2015,Dividendo,"3,17"
BRFS3,"0,50243840",30/06/2015,14/08/2015,JCP,"0,76"
MULT3,"0,47707118",30/06/2015,15/12/2015,JCP,"2,98"
RENT3,"0,04113207",30/06/2015,20/08/2015,JCP,"0,42"
BBDC3,"0,01724983",01/07/2015,03/08/2015,JCP,"0,10"
BBDC4,"0,01897481",01/07/2015,03/08/2015,JCP,"0,11"
KLBN11,"0,18670000",27/07/2015,07/08/2015,Dividendo,"1,09"
DXCO3,"0,05152871",28/07/2015,14/08/2015,JCP,"0,76"
PCAR3,"0,13636500",28/07/2015,07/08/2015,Dividendo,"0,19"
WEGE3,"0,04149964",28/07/2015,12/08/2015,Dividendo,"0,28"
NTCO3,"0,48175057",29/07/2015,13/08/2015,Dividendo,"1,85"
NTCO3,"0,06748112",29/07/2015,13/08/2015,JCP,"0,26"
SMTO3,"0,60126250",31/07/2015,14/08/2015,Dividendo,"5,34"
VIVT3,"0,12273496",31/07/2015,23/08/2016,JCP,"0,42"
ARZZ3,"0,10692368",03/08/2015,28/08/2015,Dividendo,"0,52"
BBDC3,"0,01724983",03/08/2015,01/09/2015,JCP,"0,10"
BBDC4,"0,01897481",03/08/2015,01/09/2015,JCP,"0,12"
TOTS3,"0,05978000",03/08/2015,19/08/2015,JCP,"0,55"
BBSE3,"0,01803985",12/08/2015,25/08/2015,Rend. Tributado,"0,09"
BBSE3,"0,86572921",12/08/2015,25/08/2015,Dividendo,"2,79"
COGN3,"0,06106006",12/08/2015,21/08/2015,Dividendo,"0,66"
ITSA4,"0,08650000",12/08/2015,25/08/2015,JCP,"1,36"
ITUB4,"0,23066667",12/08/2015,25/08/2015,JCP,"1,37"
UGPA3,"0,40000000",12/08/2015,21/08/2015,Dividendo,"1,18"
EMBR3,"0,04000000",17/08/2015,14/10/2015,JCP,"0,17"
FLRY3,"0,06211997",18/08/2015,31/08/2015,JCP,"0,70"
EGIE3,"0,47687631",20/08/2015,25/09/2015,Dividendo,"2,58"
BBAS3,"0,12629118",21/08/2015,01/09/2015,JCP,"0,68"
BBAS3,"0,01419696",21/08/2015,01/09/2015,Dividendo,"0,08"
GGBR4,"0,05000000",24/08/2015,04/09/2015,JCP,"1,04"
GOAU4,"0,02000000",24/08/2015,04/09/2015,Dividendo,"0,77"
ITSA4,"0,01500000",31/08/2015,01/10/2015,Dividendo,"0,25"
VIVT3,"0,13162074",31/08/2015,23/08/2016,JCP,"0,38"
BBDC3,"0,01724983",01/09/2015,01/10/2015,JCP,"0,11"
BBDC4,"0,01897481",01/09/2015,01/10/2015,JCP,"0,14"
ABEV3,"0,15000000",08/09/2015,28/09/2015,Dividendo,"0,76"
ALPA4,"0,06949492",10/09/2015,16/09/2015,JCP,"1,20"
BBAS3,"0,26607803",11/09/2015,30/09/2015,JCP,"1,62"
CIEL3,"0,06065625",11/09/2015,30/09/2015,JCP,"0,24"
CIEL3,"0,21832240",11/09/2015,30/09/2015,Dividendo,"0,85"
CSAN3,"0,09240000",11/09/2015,18/09/2015,Dividendo,"0,48"
TAEE11,"0,47227387",17/09/2015,30/09/2015,JCP,"3,73"
TAEE11,"0,42770503",17/09/2015,30/09/2015,Dividendo,"3,38"
RADL3,"0,02393057",21/09/2015,30/05/2016,JCP,"0,06"
WEGE3,"0,02705882",22/09/2015,16/03/2016,JCP,"0,21"
LREN3,"0,04666000",23/09/2015,29/04/2016,JCP,"0,30"
RENT3,"0,04727192",30/09/2015,19/11/2015,JCP,"0,61"
VIVT3,"0,08163818",30/09/2015,13/12/2016,JCP,"0,26"
ALPA4,"0,17088915",01/10/2015,08/10/2015,Dividendo,"3,23"
BBDC3,"0,01724983",01/10/2015,03/11/2015,JCP,"0,12"
BBDC4,"0,01897481",01/10/2015,03/11/2015,JCP,"0,14"
CCRO3,"0,48753408",02/10/2015,30/10/2015,Dividendo,"3,96"
VALE3,"0,37360953",15/10/2015,30/10/2015,Dividendo,"1,97"
KLBN11,"0,11460000",27/10/2015,09/11/2015,Dividendo,"0,61"
BRAP4,"0,40853887",30/10/2015,13/11/2015,JCP,"4,95"
PCAR3,"0,13636500",30/10/2015,11/11/2015,Dividendo,"0,27"
VIVT3,"0,04887184",30/10/2015,13/12/2016,JCP,"0,19"
BBDC3,"0,01466235",03/11/2015,01/12/2015,JCP,"0,09"
BBDC4,"0,01612859",03/11/2015,01/12/2015,JCP,"0,12"
GGBR4,"0,04000000",09/11/2015,19/11/2015,Dividendo,"0,72"
COGN3,"0,04601909",12/11/2015,18/11/2015,Dividendo,"0,44"
SUZB3,"0,10337069",12/11/2015,24/11/2015,Dividendo,"0,62"
ALPA4,"0,68355658",20/11/2015,18/12/2015,JCP,"0,00"
EGIE3,"0,48104750",21/11/2015,23/11/2015,JCP,"2,43"
BBAS3,"0,17080477",23/11/2015,02/12/2015,JCP,"0,92"
ITSA4,"0,01500000",30/11/2015,04/01/2016,Dividendo,"0,25"
VIVT3,"0,13051002",30/11/2015,13/12/2016,JCP,"0,40"
BBDC3,"0,01724983",01/12/2015,04/01/2016,JCP,"0,11"
BBDC4,"0,01897481",01/12/2015,04/01/2016,JCP,"0,14"
ITSA4,"0,12090000",09/12/2015,29/02/2016,JCP,"1,90"
ITUB4,"0,13933333",09/12/2015,29/02/2016,JCP,"0,79"
ALPA4,"0,20734550",10/12/2015,16/12/2015,Dividendo,"3,53"
BBAS3,"0,27449087",11/12/2015,30/12/2015,JCP,"1,56"
RADL3,"0,02608675",11/12/2015,30/05/2016,JCP,"0,07"
ARZZ3,"0,10987797",15/12/2015,30/12/2015,JCP,"0,48"
ARZZ3,"0,09250264",15/12/2015,30/12/2015,JCP,"0,46"
WEGE3,"0,02941176",15/12/2015,16/03/2016,JCP,"0,25"
BBDC3,"0,76770687",16/12/2015,01/03/2016,JCP,"5,35"
BBDC4,"0,84447755",16/12/2015,01/03/2016,JCP,"6,44"
CCRO3,"0,05040816",17/12/2015,30/12/2015,Dividendo,"0,36"
DXCO3,"0,26678667",17/12/2015,31/03/2016,JCP,"4,44"
LREN3,"0,05100000",17/12/2015,29/04/2016,JCP,"0,35"
CVCB3,"0,11459142",18/12/2015,30/12/2015,JCP,"0,89"
TAEE11,"0,23788254",18/12/2015,30/12/2015,JCP,"2,19"
TAEE11,"0,32000555",18/12/2015,30/12/2015,Dividendo,"2,94"
ABEV3,"0,15000000",21/12/2015,30/12/2015,JCP,"0,83"
EMBR3,"0,04000000",21/12/2015,13/01/2016,JCP,"0,14"
ENBR3,"0,03068286",21/12/2015,25/05/2016,JCP,"0,26"
MULT3,"0,71876911",21/12/2015,17/05/2016,JCP,"5,38"
TOTS3,"0,06387579",21/12/2015,13/01/2016,JCP,"0,21"
EQTL3,"0,07000000",23/12/2015,15/12/2016,JCP,"0,20"
EQTL3,"0,07000000",25/12/2015,-,JCP,"0,00"
BRFS3,"0,58382768",30/12/2015,12/02/2016,JCP,"1,05"
BRFS3,"0,11277393",30/12/2015,12/02/2016,Dividendo,"0,20"
CMIG4,"0,07947351",30/12/2015,30/06/2016,JCP,"1,74"
CMIG4,"0,07947351",30/12/2015,29/12/2016,JCP,"1,34"
RENT3,"0,05316019",30/12/2015,28/01/2016,JCP,"0,72"
VIVT3,"0,16823297",30/12/2015,13/12/2016,JCP,"0,66"
BBDC3,"0,01724983",04/01/2016,01/02/2016,JCP,"0,14"
BBDC4,"0,01897481",04/01/2016,01/02/2016,JCP,"0,16"
ABEV3,"0,13000000",29/01/2016,29/02/2016,JCP,"0,70"
ITUB4,"0,01000000",29/01/2016,01/03/2016,Dividendo,"0,07"
KLBN11,"0,13110000",03/02/2016,22/02/2016,Dividendo,"0,78"
CSAN3,"0,17555000",18/02/2016,29/02/2016,Dividendo,"0,72"
ITSA4,"0,07550000",18/02/2016,29/02/2016,Dividendo,"1,38"
ITSA4,"0,10630000",18/02/2016,29/02/2016,JCP,"1,94"
ITUB4,"0,30426667",18/02/2016,29/02/2016,JCP,"2,04"
ITUB4,"0,13200000",18/02/2016,29/02/2016,Dividendo,"0,88"
BBSE3,"0,81863769",23/02/2016,07/03/2016,Dividendo,"3,27"
BBSE3,"0,01913698",23/02/2016,07/03/2016,Rend. Tributado,"0,11"
WEGE3,"0,04047327",23/02/2016,16/03/2016,Dividendo,"0,36"
NTCO3,"0,24572660",24/02/2016,20/04/2016,Dividendo,"0,91"
NTCO3,"0,04043924",24/02/2016,20/04/2016,JCP,"0,15"
UGPA3,"0,40000000",24/02/2016,04/03/2016,Dividendo,"1,28"
ENGI11,"0,28600000",29/02/2016,08/03/2016,Dividendo,"0,00"
ITSA4,"0,01500000",29/02/2016,01/04/2016,Dividendo,"0,27"
ITUB4,"0,01000000",29/02/2016,01/04/2016,Dividendo,"0,06"
VIVT3,"0,11107236",29/02/2016,22/08/2017,JCP,"0,33"
BBDC3,"0,01724983",01/03/2016,01/04/2016,JCP,"0,12"
BBDC4,"0,01897481",01/03/2016,01/04/2016,JCP,"0,14"
BRFS3,"0,12174929",10/03/2016,01/04/2016,Dividendo,"0,23"
EMBR3,"0,04000000",10/03/2016,14/04/2016,JCP,"0,19"
ALPA4,"0,04828958",11/03/2016,13/04/2016,JCP,"0,75"
BBAS3,"0,09828499",11/03/2016,31/03/2016,JCP,"0,43"
CIEL3,"0,21337281",11/03/2016,31/03/2016,Dividendo,"0,91"
CIEL3,"0,07407550",11/03/2016,31/03/2016,JCP,"0,32"
CCRO3,"0,28319190",15/03/2016,29/04/2016,Dividendo,"2,03"
COGN3,"0,04343150",15/03/2016,28/03/2016,Dividendo,"0,40"
LREN3,"0,06365000",15/03/2016,28/04/2017,JCP,"0,37"
RADL3,"0,02896730",21/03/2016,01/12/2016,JCP,"0,06"
WEGE3,"0,02764706",22/03/2016,17/08/2016,JCP,"0,24"
ITUB4,"0,01000000",31/03/2016,02/05/2016,Dividendo,"0,05"
RENT3,"0,05671630",31/03/2016,12/05/2016,JCP,"0,60"
VIVT3,"0,18715692",31/03/2016,22/08/2017,JCP,"0,49"
BBDC3,"0,01724983",01/04/2016,02/05/2016,JCP,"0,09"
BBDC4,"0,01897481",01/04/2016,02/05/2016,JCP,"0,11"
SBSP3,"0,21930000",05/04/2016,28/06/2016,JCP,"0,93"
BRKM5,"1,25671836",06/04/2016,15/04/2016,Dividendo,"5,43"
FLRY3,"0,13667355",08/04/2016,29/04/2016,Dividendo,"1,21"
TIMS3,"0,19360000",12/04/2016,10/06/2016,Dividendo,"2,58"
ENBR3,"0,60612262",13/04/2016,25/05/2016,Dividendo,"4,85"
HYPE3,"0,03939673",14/04/2016,20/05/2016,Dividendo,"0,13"
EQTL3,"0,13000000",15/04/2016,15/12/2016,Dividendo,"0,32"
TAEE11,"0,93660169",18/04/2016,19/04/2016,Dividendo,"6,73"
LREN3,"0,18601258",21/04/2016,29/04/2016,Dividendo,"0,00"
SUZB3,"0,25800000",25/04/2016,04/05/2016,Dividendo,"2,08"
CVCB3,"0,74154758",26/04/2016,22/06/2016,Dividendo,"3,81"
TOTS3,"0,13578667",26/04/2016,11/05/2016,Dividendo,"0,47"
VIIA3,"0,00053000",26/04/2016,23/06/2016,Dividendo,"0,02"
ALSO3,"0,45500000",27/04/2016,20/05/2016,Dividendo,"2,68"
PCAR3,"0,01370300",27/04/2016,24/06/2016,Dividendo,"0,03"
YDUQ3,"0,37452730",27/04/2016,30/06/2016,Dividendo,"3,18"
CPLE6,"0,07602200",28/04/2016,15/06/2016,JCP,"0,26"
CPLE6,"0,04945100",28/04/2016,15/06/2016,Dividendo,"0,17"
CYRE3,"0,27917489",28/04/2016,23/06/2016,Dividendo,"2,59"
VIVT3,"0,71487468",28/04/2016,13/12/2016,Dividendo,"1,95"
ARZZ3,"0,21079510",29/04/2016,15/05/2015,Dividendo,"0,87"
CMIG4,"0,34488959",29/04/2016,29/12/2016,Dividendo,"5,19"
CPFE3,"0,20686848",29/04/2016,01/07/2016,Dividendo,"1,07"
EZTC3,"0,98977455",29/04/2016,10/05/2016,Dividendo,"7,55"
ITUB4,"0,01000000",29/04/2016,01/06/2016,Dividendo,"0,05"
JBSS3,"0,40545888",29/04/2016,28/06/2016,Dividendo,"4,49"
KLBN11,"0,11186135",29/04/2016,11/05/2016,Dividendo,"0,76"
RENT3,"0,00166800",29/04/2016,20/05/2016,Dividendo,"0,02"
SLCE3,"0,59951000",29/04/2016,20/05/2016,Dividendo,"7,73"
VIVT3,"0,12217959",29/04/2016,22/08/2017,JCP,"0,33"
BBDC3,"0,01724983",02/05/2016,01/06/2016,JCP,"0,09"
BBDC4,"0,01897481",02/05/2016,01/06/2016,JCP,"0,11"
HYPE3,"0,21060327",02/05/2016,20/05/2016,Dividendo,"0,68"
EGIE3,"0,32095266",10/05/2016,25/05/2016,Dividendo,"1,07"
COGN3,"0,12321471",12/05/2016,30/05/2016,Dividendo,"1,00"
ALPA4,"0,03990125",13/05/2016,13/07/2016,JCP,"0,52"
CSAN3,"0,12319616",13/05/2016,20/05/2016,Dividendo,"0,36"
CSAN3,"0,05543827",13/05/2016,20/05/2016,Dividendo,"0,16"
MRVE3,"0,35380000",16/05/2016,15/06/2016,Dividendo,"3,23"
B3SA3,"0,03165769",23/05/2016,06/06/2016,JCP,"0,21"
BBAS3,"0,13368277",23/05/2016,31/05/2016,JCP,"0,79"
TAEE11,"0,37269820",24/05/2016,03/06/2016,JCP,"2,76"
TAEE11,"0,27041981",24/05/2016,03/06/2016,Dividendo,"2,00"
ITUB4,"0,01000000",31/05/2016,01/07/2016,Dividendo,"0,06"
BBDC3,"0,01724983",01/06/2016,01/07/2016,JCP,"0,10"
BBDC4,"0,01897481",01/06/2016,01/07/2016,JCP,"0,12"
BBAS3,"0,13775512",13/06/2016,30/06/2016,Dividendo,"0,83"
EMBR3,"0,04000000",20/06/2016,14/07/2016,JCP,"0,22"
BBDC3,"0,17252509",22/06/2016,18/07/2016,JCP,"0,95"
BBDC4,"0,18977760",22/06/2016,18/07/2016,JCP,"1,11"
LREN3,"0,06418000",22/06/2016,28/04/2017,JCP,"0,34"
ARZZ3,"0,24659646",24/06/2016,15/07/2016,JCP,"0,92"
RADL3,"0,02902802",24/06/2016,01/12/2016,Dividendo,"0,05"
WEGE3,"0,03335294",28/06/2016,17/08/2016,JCP,"0,32"
ITUB4,"0,01000000",30/06/2016,01/08/2016,Dividendo,"0,05"
MULT3,"0,50483031",30/06/2016,31/05/2017,JCP,"2,51"
RENT3,"0,05886567",30/06/2016,17/08/2016,Dividendo,"0,54"
VIVT3,"0,08941325",30/06/2016,22/08/2017,JCP,"0,24"
ABEV3,"0,13000000",11/07/2016,29/07/2016,Dividendo,"0,67"
BRFS3,"0,64234744",12/07/2016,15/08/2016,JCP,"1,25"
HYPE3,"0,25000000",27/07/2016,15/08/2016,Dividendo,"0,92"
ITUB4,"0,01000000",29/07/2016,01/09/2016,Dividendo,"0,05"
KLBN11,"0,11791000",29/07/2016,10/08/2016,Dividendo,"0,81"
SMTO3,"0,49136757",29/07/2016,15/08/2016,Dividendo,"2,78"
WEGE3,"0,01815162",29/07/2016,17/08/2016,Dividendo,"0,15"
BBDC3,"0,01724983",01/08/2016,01/09/2016,JCP,"0,08"
BBDC4,"0,01897481",01/08/2016,01/09/2016,JCP,"0,10"
FLRY3,"0,20330000",02/08/2016,15/08/2016,Dividendo,"1,29"
TOTS3,"0,08901000",04/08/2016,24/08/2016,JCP,"0,28"
EGIE3,"0,98844040",08/08/2016,06/10/2016,Dividendo,"2,89"
BBSE3,"0,81914922",11/08/2016,24/08/2016,Dividendo,"2,67"
BBSE3,"0,01695057",11/08/2016,24/08/2016,Rend. Tributado,"0,08"
ALPA4,"0,07232101",12/08/2016,05/10/2016,JCP,"0,85"
COGN3,"0,10665941",17/08/2016,26/08/2016,Dividendo,"0,73"
ENGI11,"0,11500000",17/08/2016,26/08/2016,Dividendo,"0,56"
TAEE11,"0,50516162",17/08/2016,29/08/2016,Dividendo,"3,02"
TAEE11,"0,07114266",17/08/2016,29/08/2016,JCP,"0,42"
UGPA3,"0,40000000",17/08/2016,26/08/2016,Dividendo,"1,01"
B3SA3,"0,04020541",22/08/2016,06/09/2016,JCP,"0,24"
BBAS3,"0,13676822",22/08/2016,31/08/2016,JCP,"0,61"
GGBR4,"0,03000000",22/08/2016,02/09/2016,Dividendo,"0,31"
ITSA4,"0,01500000",31/08/2016,03/10/2016,Dividendo,"0,19"
